Date,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Meditating duration (ms)
2014-09-03,,,,,,51.04951858520508,3.7328970432281494,51.04951858520508,3.7328970432281494,,,,,,,,,,,,
2014-12-11,,19606.31640625,,,,51.022586822509766,3.7102737426757812,51.04961013793945,3.7487707138061523,5.917860984802246,12.0,0.75,11025,,,,,,,,
2014-12-12,,13673.0458984375,,,,51.024959564208984,3.7103559970855713,51.05070877075195,3.748775005340576,5.251170635223389,12.0,1.0,7634,,,,,,,,
2014-12-13,,76414.71875,,,,50.85146713256836,3.578380823135376,51.04977798461914,3.7331531047821045,6.507721424102783,18.0,1.346291184425354,12450,,,,,,,,
2014-12-14,,48152.015625,,,,50.84101104736328,3.578939199447632,51.050209045410156,3.7329018115997314,6.619359016418457,10.6887788772583,1.0,6976,,,,,,,,
2014-12-15,,12962.208984375,,,,51.0222053527832,3.7119064331054688,51.04969024658203,3.7487502098083496,5.579925537109375,13.0,0.5,8412,,,,,,,,
2014-12-16,,12021.8994140625,,,,51.026859283447266,3.7085671424865723,51.04974365234375,3.750075340270996,10.420040130615234,38.0,1.0,9716,,,,,,,,
2014-12-17,,9668.796875,,,,51.02790069580078,3.7155299186706543,51.04970932006836,3.733189105987549,5.205991268157959,7.382411479949951,1.5,6139,,,,,,,,
2014-12-18,,10587.44921875,,,,51.0266227722168,3.710331678390503,51.04971694946289,3.7487754821777344,5.521165370941162,10.0,0.5,9666,,,,,,,,
2014-12-19,,13117.5830078125,,,,51.0267333984375,3.7106165885925293,51.049617767333984,3.748948812484741,,,,10423,,,,,,,,
2014-12-20,,168066.90625,,,,50.872047424316406,3.579028367996216,51.233253479003906,4.416403293609619,2.2855489253997803,31.0,0.5,12838,,,,,,,,
2014-12-21,,5022.69189453125,,,,50.86448669433594,3.5787737369537354,50.872650146484375,3.6093881130218506,3.610560894012451,5.0,1.0,2034,,,,,,,,
