Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time
2014-02-11,Bench Press (Touch and Go),Chest,75.0,5,,,
2014-02-11,Barbell Row,Back,62.5,5,,,
2014-02-13,Deadlift,Back,115.0,5,,,
2014-02-13,Squat,Legs,80.0,5,,,
2014-02-13,High Bar Squat,Legs,75.0,5,,,
2014-02-14,Barbell Row,Back,65.0,3,,,
2014-02-14,Bench Press (Touch and Go),Chest,77.5,3,,,
2014-02-18,Bench Press (Touch and Go),Chest,77.5,5,,,
2014-02-18,Barbell Row,Back,65.0,5,,,
2014-02-20,Squat,Legs,80.0,5,,,
2014-02-20,Deadlift,Back,115.0,5,,,
2014-02-21,Bench Press (Touch and Go),Chest,80.0,3,,,
2014-02-21,Barbell Row,Back,70.0,3,,,
2014-02-25,Bench Press (Touch and Go),Chest,80.0,4,,,
2014-02-25,Barbell Row,Back,67.5,5,,,
2014-02-27,Squat,Legs,82.5,5,,,
2014-02-27,Deadlift,Back,117.5,5,,,
2014-02-28,Bench Press (Touch and Go),Chest,82.5,3,,,
2014-02-28,Barbell Row,Back,67.5,3,,,
2014-03-03,Barbell Row,Back,67.5,5,,,
2014-03-04,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-03-04,Overhead Press,Shoulders,35.0,5,,,
2014-03-05,Squat,Legs,82.5,3,,,
2014-03-05,Deadlift,Back,122.5,5,,,
2014-03-06,Barbell Row,Back,72.5,3,,,
2014-03-07,Bench Press (Touch and Go),Chest,85.0,3,,,
2014-03-07,Overhead Press,Shoulders,40.0,3,,,
2014-03-11,Bench Press (Touch and Go),Chest,82.5,4,,,
2014-03-11,Barbell Row,Back,70.0,5,,,
2014-03-12,Squat,Legs,85.0,4,,,
2014-03-12,Deadlift,Back,125.0,5,,,
2014-03-13,Bench Press (Touch and Go),Chest,85.0,3,,,
2014-03-14,Barbell Row,Back,75.0,3,,,
2014-03-17,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-03-18,Barbell Row,Back,72.5,5,,,
2014-03-19,Squat,Legs,80.0,3,,,
2014-03-20,Bench Press (Touch and Go),Chest,87.5,3,,,
2014-03-21,Deadlift,Back,127.5,5,,,
2014-03-24,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-03-25,Barbell Row,Back,75.0,5,,,
2014-03-26,Squat,Legs,82.5,3,,,
2014-03-27,Bench Press (Touch and Go),Chest,90.0,3,,,
2014-03-28,Deadlift,Back,130.0,5,,,
2014-03-31,Bench Press (Touch and Go),Chest,85.0,4,,,
2014-04-01,Barbell Row,Back,77.5,5,,,
2014-04-02,Deadlift,Back,132.5,5,,,
2014-04-02,Squat,Legs,70.0,5,,,
2014-04-03,Bench Press (Touch and Go),Chest,90.0,3,,,
2014-04-04,Barbell Row,Back,80.0,3,,,
2014-04-07,Barbell Row,Back,77.5,5,,,
2014-04-08,Bench Press (Touch and Go),Chest,87.5,5,,,
2014-04-09,Squat,Legs,80.0,5,,,
2014-04-09,Deadlift,Back,135.0,5,,,
2014-04-11,Barbell Row,Back,80.0,5,,,
2014-04-13,Bench Press (Touch and Go),Chest,92.5,2,,,
2014-04-15,Bench Press (Touch and Go),Chest,87.5,5,,,
2014-05-02,Squat,Legs,67.5,5,,,
2014-05-03,Bench Press (Touch and Go),Chest,81.5,5,,,
2014-05-03,Overhead Press,Shoulders,40.0,5,,,
2014-05-05,Squat,Legs,70.0,5,,,
2014-05-05,Barbell Row,Back,70.0,5,,,
2014-05-06,Overhead Press,Shoulders,40.0,5,,,
2014-05-06,Bench Press (Touch and Go),Chest,85.0,4,,,
2014-05-07,Squat,Legs,72.5,5,,,
2014-05-07,Deadlift,Back,130.0,5,,,
2014-05-08,Bench Press (Touch and Go),Chest,90.0,3,,,
2014-05-09,Squat,Legs,75.0,5,,,
2014-05-09,Barbell Row,Back,75.0,5,,,
2014-05-09,Chin Up,Back,88.0,6,,,
2014-05-09,Pull Up,Back,88.0,4,,,
2014-05-10,Bench Press (Touch and Go),Chest,84.0,5,,,
2014-05-10,Overhead Press,Shoulders,42.5,5,,,
2014-05-12,Squat,Legs,77.5,5,,,
2014-05-12,Pull Up,Back,78.0,10,,,
2014-05-12,Barbell Row,Back,77.5,5,,,
2014-05-13,Bench Press (Touch and Go),Chest,92.5,2,,,
2014-05-13,Overhead Press,Shoulders,30.0,5,,,
2014-05-13,Incline DB Bench Press,Chest,44.0,10,,,
2014-05-14,Squat,Legs,77.5,5,,,
2014-05-14,Deadlift,Back,132.5,5,,,
2014-05-14,Standing Calf Raise Machine,Legs,106.0,15,,,
2014-05-16,Squat,Legs,80.0,5,,,
2014-05-16,Barbell Row,Back,80.0,5,,,
2014-05-16,Pull Up,Back,78.0,10,,,
2014-05-17,Overhead Press,Shoulders,35.5,5,,,
2014-05-17,Bench Press (Touch and Go),Chest,86.5,4,,,
2014-05-17,EZ-Bar Skullcrusher,Triceps,28.0,12,,,
2014-05-19,Squat,Legs,80.0,5,,,
2014-05-19,Barbell Row,Back,75.0,5,,,
2014-05-20,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-05-20,Overhead Press,Shoulders,37.5,5,,,
2014-05-20,Triceps Dips,Triceps,78.0,10,,,
2014-05-21,Front Squat,Legs,51.5,5,,,
2014-05-21,Deadlift,Back,136.5,5,,,
2014-05-23,Bench Press (Touch and Go),Chest,86.5,4,,,
2014-05-23,Barbell Row,Back,75.0,5,,,
2014-05-23,Squat,Legs,82.5,5,,,
2014-05-23,Overhead Press,Shoulders,40.5,5,,,
2014-05-26,Squat,Legs,82.5,5,,,
2014-05-26,Barbell Row,Back,75.0,5,,,
2014-05-26,Chin Up,Back,83.0,9,,,
2014-05-27,Bench Press (Touch and Go),Chest,90.0,3,,,
2014-05-27,Overhead Press,Shoulders,42.5,5,,,
2014-05-27,Triceps Dips,Triceps,78.0,10,,,
2014-05-28,Deadlift,Back,140.0,5,,,
2014-05-30,Barbell Row,Back,76.5,5,,,
2014-05-30,Barbell Row,Back,61.5,10,,,
2014-05-30,Pull Up,Back,78.0,8,,,
2014-05-31,Bench Press (Touch and Go),Chest,91.5,3,,,
2014-05-31,Overhead Press,Shoulders,44.0,5,,,
2014-06-02,Barbell Row,Back,80.0,3,,,
2014-06-02,Chin Up,Back,84.0,10,,,
2014-06-03,Bench Press (Touch and Go),Chest,87.5,5,,,
2014-06-03,Overhead Press,Shoulders,45.0,5,,,
2014-06-03,Overhead Press,Shoulders,32.5,10,,,
2014-06-03,Triceps Dips,Triceps,79.0,13,,,
2014-06-03,Incline DB Bench Press,Chest,36.0,10,,,
2014-06-04,Deadlift,Back,142.5,5,,,
2014-06-05,Front Squat,Legs,40.0,5,,,
2014-06-05,Power Clean,Olympic Lifts,31.5,5,,,
2014-06-06,Bench Press (Touch and Go),Chest,94.0,2,,,
2014-06-06,Bench Press (Touch and Go),Chest,66.5,10,,,
2014-06-06,Overhead Press,Shoulders,45.5,5,,,
2014-06-06,EZ-Bar Skullcrusher,Triceps,28.0,15,,,
2014-06-07,Barbell Row,Back,68.0,10,,,
2014-06-07,Chin Up,Back,84.0,10,,,
2014-06-07,Chin Up,Back,84.0,10,,,
2014-06-07,Chin Up,Back,84.0,10,,,
2014-06-07,Hanging Leg Raise,Abs,80.0,5,,,
2014-06-07,Hanging Leg Raise,Abs,80.0,5,,,
2014-06-07,Hanging Leg Raise,Abs,80.0,5,,,
2014-06-07,Power Clean,Olympic Lifts,48.0,1,,,
2014-06-07,Front Squat,Legs,48.0,5,,,
2014-06-07,Power Clean,Olympic Lifts,28.0,5,,,
2014-06-07,Deadlift,Back,108.0,5,,,
2014-06-09,W Push Ups,Chest,89.0,15,,,
2014-06-10,Squat,Legs,80.0,5,,,
2014-06-10,Deadlift,Back,100.0,5,,,
2014-06-11,Bench Press (Touch and Go),Chest,92.5,2,,,
2014-06-11,Incline DB Bench Press,Chest,44.0,10,,,
2014-06-11,Triceps Dips,Triceps,78.0,10,,,
2014-06-11,Overhead Press,Shoulders,47.5,5,,,
2014-06-11,Overhead Press,Shoulders,35.0,10,,,
2014-06-13,Power Clean,Olympic Lifts,40.0,3,,,
2014-06-13,Deadlift,Back,60.0,5,,,
2014-06-13,Chin Up,Back,84.0,10,,,
2014-06-13,Decline Crunch,Abs,0.0,10,,,
2014-06-13,Barbell Row,Back,60.0,10,,,
2014-06-13,Squat,Legs,70.0,5,,,
2014-06-14,Bench Press (Touch and Go),Chest,81.5,5,,,
2014-06-14,Incline DB Bench Press,Chest,52.0,5,,,
2014-06-14,Overhead Press,Shoulders,48.0,5,,,
2014-06-14,EZ-Bar Skullcrusher,Triceps,33.0,10,,,
2014-06-16,Squat,Legs,75.0,5,,,
2014-06-16,Power Clean,Olympic Lifts,45.0,3,,,
2014-06-16,Barbell Row,Back,60.0,10,,,
2014-06-16,Barbell Row,Back,65.0,10,,,
2014-06-16,Decline Crunch,Abs,5.0,10,,,
2014-06-16,Chin Up,Back,84.0,10,,,
2014-06-16,Chin Up,Back,84.0,8,,,
2014-06-16,Chin Up,Back,84.0,7,,,
2014-06-17,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-06-17,Overhead Press,Shoulders,50.0,5,,,
2014-06-17,Overhead Press,Shoulders,35.0,10,,,
2014-06-17,Incline DB Bench Press,Chest,48.0,7,,,
2014-06-17,Triceps Dips,Triceps,84.0,10,,,
2014-06-17,Triceps Dips,Triceps,84.0,10,,,
2014-06-17,Triceps Dips,Triceps,84.0,10,,,
2014-06-17,Incline DB Bench Press,Chest,44.0,10,,,
2014-06-17,Incline DB Bench Press,Chest,44.0,8,,,
2014-06-18,Squat,Legs,77.5,5,,,
2014-06-18,Squat,Legs,77.5,5,,,
2014-06-18,Squat,Legs,77.5,5,,,
2014-06-18,Deadlift,Back,60.0,5,,,
2014-06-18,Deadlift,Back,80.0,5,,,
2014-06-18,Deadlift,Back,100.0,4,,,
2014-06-18,Chin Up,Back,89.0,8,,,
2014-06-18,Seated Calf Raise Machine,Legs,66.0,15,,,
2014-06-20,Bench Press (Touch and Go),Chest,84.0,5,,,
2014-06-20,Dumbbell Bench Press,Chest,64.0,10,,,
2014-06-20,Overhead Press,Shoulders,48.0,5,,,
2014-06-20,Overhead Press,Shoulders,33.0,10,,,
2014-06-21,Front Squat,Legs,51.5,5,,,
2014-06-21,Power Clean,Olympic Lifts,51.5,3,,,
2014-06-21,Front Squat,Legs,51.5,5,,,
2014-06-21,Front Squat,Legs,51.5,5,,,
2014-06-21,Chin Up,Back,84.0,10,,,
2014-06-21,Barbell Row,Back,63.0,10,,,
2014-06-21,Barbell Row,Back,63.0,10,,,
2014-06-21,Barbell Row,Back,63.0,10,,,
2014-06-21,Chin Up,Back,84.0,9,,,
2014-06-21,Chin Up,Back,84.0,7,,,
2014-06-23,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-06-23,Overhead Press,Shoulders,50.0,5,,,
2014-06-23,Incline DB Bench Press,Chest,22.0,10,,,
2014-06-23,Triceps Dips,Triceps,89.0,8,,,
2014-06-23,Overhead Press,Shoulders,35.0,10,,,
2014-06-23,Incline DB Bench Press,Chest,24.0,10,,,
2014-06-23,Triceps Dips,Triceps,89.0,8,,,
2014-06-23,Incline DB Bench Press,Chest,24.0,8,,,
2014-06-23,Overhead Press,Shoulders,35.0,10,,,
2014-06-23,Overhead Press,Shoulders,35.0,10,,,
2014-06-24,Squat,Legs,80.0,5,,,
2014-06-24,Squat,Legs,80.0,4,,,
2014-06-24,Deadlift,Back,100.0,5,,,
2014-06-24,Pull Up,Back,79.0,8,,,
2014-06-24,Chin Up,Back,79.0,11,,,
2014-06-24,Barbell Row,Back,60.0,8,,,
2014-06-25,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-06-25,Overhead Press,Shoulders,50.0,5,,,
2014-06-25,Overhead Press,Shoulders,35.0,10,,,
2014-06-25,Overhead Press,Shoulders,35.0,10,,,
2014-06-25,Overhead Press,Shoulders,35.0,10,,,
2014-06-25,Incline DB Bench Press,Chest,48.0,10,,,
2014-06-25,Incline DB Bench Press,Chest,52.0,10,,,
2014-06-25,Incline DB Bench Press,Chest,52.0,10,,,
2014-06-25,Triceps Dips,Triceps,89.0,10,,,
2014-06-25,Triceps Dips,Triceps,89.0,8,,,
2014-06-25,Triceps Dips,Triceps,89.0,8,,,
2014-06-27,Squat,Legs,82.5,5,,,
2014-06-27,Squat,Legs,82.5,5,,,
2014-06-27,Squat,Legs,82.5,5,,,
2014-06-27,Power Clean,Olympic Lifts,55.0,3,,,
2014-06-27,Barbell Row,Back,65.0,8,,,
2014-06-27,Barbell Row,Back,65.0,10,,,
2014-06-27,Barbell Row,Back,65.0,10,,,
2014-06-27,Chin Up,Back,84.0,10,,,
2014-06-27,Chin Up,Back,84.0,6,,,
2014-06-27,Chin Up,Back,84.0,5,,,
2014-06-28,Bench Press (Touch and Go),Chest,86.5,5,,,
2014-06-28,Overhead Press,Shoulders,50.5,5,,,
2014-06-28,Incline DB Bench Press,Chest,52.0,10,,,
2014-06-28,Incline DB Bench Press,Chest,52.0,10,,,
2014-06-28,Incline DB Bench Press,Chest,52.0,10,,,
2014-06-28,Overhead Press,Shoulders,35.5,10,,,
2014-06-28,Overhead Press,Shoulders,35.5,10,,,
2014-06-28,Overhead Press,Shoulders,35.5,10,,,
2014-06-30,Squat,Legs,82.5,5,,,
2014-06-30,Barbell Row,Back,80.0,5,,,
2014-06-30,Barbell Row,Back,80.0,5,,,
2014-06-30,Chin Up,Back,79.0,6,,,
2014-07-03,Squat,Legs,70.0,5,,,
2014-07-03,Deadlift,Back,60.0,5,,,
2014-07-05,Face Pull,Back,10.2,15,,,
2014-07-05,Face Pull,Back,12.5,15,,,
2014-07-05,Front Squat,Legs,40.0,5,,,
2014-07-05,Power Clean,Olympic Lifts,40.0,1,,,
2014-07-06,Squat,Legs,72.5,5,,,
2014-07-06,Squat,Legs,72.5,5,,,
2014-07-06,Squat,Legs,72.5,5,,,
2014-07-06,Squat,Legs,72.5,5,,,
2014-07-06,Squat,Legs,72.5,5,,,
2014-07-06,Bench Press (Touch and Go),Chest,72.5,5,,,
2014-07-06,Bench Press (Touch and Go),Chest,72.5,5,,,
2014-07-06,Bench Press (Touch and Go),Chest,72.5,5,,,
2014-07-06,Bench Press (Touch and Go),Chest,72.5,5,,,
2014-07-06,Bench Press (Touch and Go),Chest,72.5,5,,,
2014-07-06,Barbell Row,Back,67.5,5,,,
2014-07-06,Barbell Row,Back,67.5,5,,,
2014-07-06,Barbell Row,Back,67.5,5,,,
2014-07-06,Barbell Row,Back,67.5,5,,,
2014-07-06,Barbell Row,Back,67.5,5,,,
2014-07-08,Front Squat,Legs,55.0,3,,,
2014-07-08,Overhead Press,Shoulders,47.5,5,,,
2014-07-08,Overhead Press,Shoulders,47.5,5,,,
2014-07-08,Overhead Press,Shoulders,47.5,5,,,
2014-07-08,Front Squat,Legs,55.0,3,,,
2014-07-08,Front Squat,Legs,55.0,3,,,
2014-07-08,Chin Up,Back,79.0,12,,,
2014-07-10,Squat,Legs,80.0,5,,,
2014-07-10,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-07-10,Face Pull,Back,14.7,15,,,
2014-07-10,Face Pull,Back,14.7,15,,,
2014-07-10,Face Pull,Back,14.7,15,,,
2014-07-10,Deadlift,Back,60.0,5,,,
2014-07-10,Deadlift,Back,70.0,5,,,
2014-07-10,Deadlift,Back,80.0,5,,,
2014-07-10,Deadlift,Back,90.0,5,,,
2014-07-10,Deadlift,Back,100.0,5,,,
2014-07-14,Squat,Legs,75.0,5,,,
2014-07-14,Squat,Legs,75.0,5,,,
2014-07-14,Squat,Legs,75.0,5,,,
2014-07-14,Squat,Legs,75.0,5,,,
2014-07-14,Squat,Legs,75.0,5,,,
2014-07-14,Bench Press (Touch and Go),Chest,75.0,5,,,
2014-07-14,Bench Press (Touch and Go),Chest,75.0,5,,,
2014-07-14,Bench Press (Touch and Go),Chest,75.0,5,,,
2014-07-14,Bench Press (Touch and Go),Chest,75.0,5,,,
2014-07-14,Bench Press (Touch and Go),Chest,75.0,5,,,
2014-07-14,Barbell Row,Back,70.0,5,,,
2014-07-14,Barbell Row,Back,70.0,5,,,
2014-07-14,Barbell Row,Back,70.0,5,,,
2014-07-14,Sumo Deadlift,Legs,80.0,5,,,
2014-07-14,Face Pull,Back,17.0,15,,,
2014-07-14,Face Pull,Back,17.0,15,,,
2014-07-14,Face Pull,Back,17.0,15,,,
2014-07-14,Sumo Deadlift,Legs,80.0,4,,,
2014-07-16,Front Squat,Legs,55.5,3,,,
2014-07-16,Front Squat,Legs,55.5,3,,,
2014-07-16,Front Squat,Legs,55.5,3,,,
2014-07-16,Overhead Press,Shoulders,50.5,5,,,
2014-07-16,Overhead Press,Shoulders,50.5,5,,,
2014-07-16,Overhead Press,Shoulders,50.5,5,,,
2014-07-16,Chin Up,Back,85.0,10,,,
2014-07-16,Seated Calf Raise Machine,Legs,66.0,15,,,
2014-07-16,Chin Up,Back,85.0,6,,,
2014-07-16,Face Pull,Back,17.5,15,,,
2014-07-16,Face Pull,Back,17.5,12,,,
2014-07-16,Chin Up,Back,85.0,8,,,
2014-07-16,Seated Calf Raise Machine,Legs,66.0,15,,,
2014-07-16,Seated Calf Raise Machine,Legs,66.0,15,,,
2014-07-18,Squat,Legs,82.5,5,,,
2014-07-18,Face Pull,Back,17.5,15,,,
2014-07-18,Face Pull,Back,17.5,15,,,
2014-07-18,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-07-18,Triceps Dips,Triceps,89.0,12,,,
2014-07-18,Triceps Dips,Triceps,89.0,12,,,
2014-07-18,Triceps Dips,Triceps,89.0,12,,,
2014-07-18,Deadlift,Back,105.0,5,,,
2014-07-22,Squat,Legs,77.5,5,,,
2014-07-22,Squat,Legs,77.5,5,,,
2014-07-22,Squat,Legs,77.5,5,,,
2014-07-22,Squat,Legs,77.5,5,,,
2014-07-22,Squat,Legs,77.5,5,,,
2014-07-22,Barbell Row,Back,70.0,5,,,
2014-07-22,Barbell Row,Back,70.0,5,,,
2014-07-22,Barbell Row,Back,70.0,5,,,
2014-07-22,Decline Crunch,Abs,5.0,10,,,
2014-07-22,Bench Press (Touch and Go),Chest,77.5,5,,,
2014-07-22,Bench Press (Touch and Go),Chest,77.5,5,,,
2014-07-22,Bench Press (Touch and Go),Chest,77.5,5,,,
2014-07-22,Bench Press (Touch and Go),Chest,77.5,5,,,
2014-07-22,Bench Press (Touch and Go),Chest,77.5,5,,,
2014-07-22,Sumo Deadlift,Legs,85.0,5,,,
2014-07-22,Sumo Deadlift,Legs,85.0,5,,,
2014-07-22,Face Pull,Back,17.5,15,,,
2014-07-22,Face Pull,Back,17.5,15,,,
2014-07-22,Face Pull,Back,17.5,15,,,
2014-07-24,Front Squat,Legs,57.5,3,,,
2014-07-24,Front Squat,Legs,57.5,3,,,
2014-07-24,Front Squat,Legs,57.5,3,,,
2014-07-24,Overhead Press,Shoulders,50.0,5,,,
2014-07-24,Overhead Press,Shoulders,50.0,5,,,
2014-07-24,Overhead Press,Shoulders,50.0,5,,,
2014-07-24,Chin Up,Back,90.0,10,,,
2014-07-26,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-07-26,Squat,Legs,85.0,5,,,
2014-07-26,Deadlift,Back,110.0,5,,,
2014-07-26,Triceps Dips,Triceps,89.0,12,,,
2014-07-26,Triceps Dips,Triceps,89.0,12,,,
2014-07-26,Triceps Dips,Triceps,89.0,12,,,
2014-07-28,Squat,Legs,80.0,5,,,
2014-07-28,Squat,Legs,80.0,5,,,
2014-07-28,Squat,Legs,80.0,5,,,
2014-07-28,Squat,Legs,80.0,5,,,
2014-07-28,Squat,Legs,80.0,5,,,
2014-07-28,Barbell Row,Back,72.5,5,,,
2014-07-28,Barbell Row,Back,72.5,5,,,
2014-07-28,Barbell Row,Back,72.5,5,,,
2014-07-28,Back Extensions,Back,5.0,10,,,
2014-07-28,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-07-28,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-07-28,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-07-28,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-07-28,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-07-28,Back Extensions,Back,5.0,9,,,
2014-07-30,Front Squat,Legs,60.5,3,,,
2014-07-30,Front Squat,Legs,60.5,3,,,
2014-07-30,Front Squat,Legs,60.5,3,,,
2014-07-30,Overhead Press,Shoulders,50.5,5,,,
2014-07-30,Overhead Press,Shoulders,50.5,5,,,
2014-07-30,Overhead Press,Shoulders,50.5,5,,,
2014-07-30,Chin Up,Back,90.0,5,,,
2014-07-30,Chin Up,Back,90.0,8,,,
2014-07-30,Chin Up,Back,90.0,10,,,
2014-07-30,Seated Calf Raise Machine,Legs,66.0,20,,,
2014-07-30,Seated Calf Raise Machine,Legs,66.0,20,,,
2014-07-30,Power Clean,Olympic Lifts,60.5,1,,,
2014-07-30,Power Clean,Olympic Lifts,60.5,1,,,
2014-07-30,Power Clean,Olympic Lifts,60.5,1,,,
2014-07-30,Power Clean,Olympic Lifts,50.5,1,,,
2014-07-30,Power Clean,Olympic Lifts,50.5,1,,,
2014-07-30,Power Clean,Olympic Lifts,50.5,1,,,
2014-07-30,Face Pull,Back,17.5,10,,,
2014-07-30,Face Pull,Back,17.5,15,,,
2014-08-01,Squat,Legs,87.5,5,,,
2014-08-01,Bench Press (Touch and Go),Chest,87.5,5,,,
2014-08-01,Deadlift,Back,100.0,5,,,
2014-08-01,Triceps Dips,Triceps,89.0,12,,,
2014-08-01,Triceps Dips,Triceps,89.0,8,,,
2014-08-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-08-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-08-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-08-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-08-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-08-05,Squat,Legs,82.5,5,,,
2014-08-05,Squat,Legs,82.5,5,,,
2014-08-05,Squat,Legs,82.5,5,,,
2014-08-05,Squat,Legs,82.5,5,,,
2014-08-05,Squat,Legs,82.5,5,,,
2014-08-05,Barbell Row,Back,75.0,5,,,
2014-08-05,Barbell Row,Back,75.0,5,,,
2014-08-05,Barbell Row,Back,75.0,5,,,
2014-08-05,Back Extensions,Back,10.0,10,,,
2014-08-05,Back Extensions,Back,10.0,10,,,
2014-08-05,Decline Crunch,Abs,5.0,10,,,
2014-08-07,Front Squat,Legs,62.5,3,,,
2014-08-07,Front Squat,Legs,62.5,3,,,
2014-08-07,Front Squat,Legs,62.5,3,,,
2014-08-07,Overhead Press,Shoulders,50.0,5,,,
2014-08-07,Overhead Press,Shoulders,50.0,5,,,
2014-08-07,Overhead Press,Shoulders,50.0,5,,,
2014-08-07,Power Clean,Olympic Lifts,62.5,1,,,
2014-08-07,Chin Up,Back,90.0,3,,,
2014-08-07,Pull Up,Back,79.0,5,,,
2014-08-07,Standing Calf Raise Machine,Legs,60.0,15,,,
2014-08-07,Standing Calf Raise Machine,Legs,60.0,15,,,
2014-08-07,Standing Calf Raise Machine,Legs,60.0,15,,,
2014-08-09,Bench Press (Touch and Go),Chest,87.5,5,,,
2014-08-09,Squat,Legs,90.0,5,,,
2014-08-09,Deadlift,Back,100.0,5,,,
2014-08-11,Squat,Legs,82.5,5,,,
2014-08-11,Squat,Legs,82.5,5,,,
2014-08-11,Squat,Legs,82.5,5,,,
2014-08-11,Squat,Legs,82.5,5,,,
2014-08-11,Squat,Legs,82.5,5,,,
2014-08-11,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-11,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-11,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-11,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-11,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-11,Decline Crunch,Abs,10.0,10,,,
2014-08-11,Decline Crunch,Abs,10.0,10,,,
2014-08-11,Decline Crunch,Abs,10.0,10,,,
2014-08-11,Back Extensions,Back,15.0,10,,,
2014-08-11,Back Extensions,Back,15.0,10,,,
2014-08-11,Back Extensions,Back,15.0,10,,,
2014-08-11,Barbell Row,Back,75.0,5,,,
2014-08-11,Barbell Row,Back,75.0,5,,,
2014-08-11,Barbell Row,Back,75.0,5,,,
2014-08-13,Front Squat,Legs,64.0,3,,,
2014-08-13,Front Squat,Legs,64.0,3,,,
2014-08-13,Front Squat,Legs,64.0,3,,,
2014-08-13,Overhead Press,Shoulders,50.0,5,,,
2014-08-13,Overhead Press,Shoulders,50.0,5,,,
2014-08-13,Overhead Press,Shoulders,50.0,5,,,
2014-08-13,Chin Up,Back,91.0,8,,,
2014-08-13,Chin Up,Back,91.0,6,,,
2014-08-13,Chin Up,Back,91.0,6,,,
2014-08-13,Face Pull,Back,17.5,10,,,
2014-08-13,Face Pull,Back,17.5,10,,,
2014-08-15,Bench Press (Touch and Go),Chest,90.0,5,,,
2014-08-15,Squat,Legs,92.0,5,,,
2014-08-15,Deadlift,Back,100.0,5,,,
2014-08-15,Deadlift,Back,90.0,5,,,
2014-08-15,Deadlift,Back,80.0,5,,,
2014-08-15,Deadlift,Back,60.0,5,,,
2014-08-15,Deadlift,Back,60.0,5,,,
2014-08-18,Squat,Legs,85.0,5,,,
2014-08-18,Squat,Legs,85.0,5,,,
2014-08-18,Squat,Legs,85.0,5,,,
2014-08-18,Squat,Legs,85.0,5,,,
2014-08-18,Squat,Legs,85.0,5,,,
2014-08-18,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-18,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-18,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-18,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-18,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-18,Barbell Row,Back,75.0,5,,,
2014-08-18,Barbell Row,Back,75.0,5,,,
2014-08-18,Barbell Row,Back,75.0,5,,,
2014-08-18,Back Extensions,Back,15.0,10,,,
2014-08-18,Back Extensions,Back,15.0,10,,,
2014-08-18,Back Extensions,Back,15.0,10,,,
2014-08-18,Decline Crunch,Abs,10.0,10,,,
2014-08-18,Decline Crunch,Abs,10.0,10,,,
2014-08-18,Decline Crunch,Abs,10.0,10,,,
2014-08-20,Front Squat,Legs,65.0,3,,,
2014-08-20,Front Squat,Legs,65.0,3,,,
2014-08-20,Front Squat,Legs,65.0,3,,,
2014-08-20,Overhead Press,Shoulders,50.0,5,,,
2014-08-20,Overhead Press,Shoulders,50.0,5,,,
2014-08-20,Overhead Press,Shoulders,50.0,5,,,
2014-08-20,Overhead Press,Shoulders,50.0,5,,,
2014-08-20,Overhead Press,Shoulders,50.0,5,,,
2014-08-20,Standing Calf Raise Machine,Legs,80.0,15,,,
2014-08-20,Standing Calf Raise Machine,Legs,80.0,15,,,
2014-08-20,Standing Calf Raise Machine,Legs,90.0,12,,,
2014-08-20,Face Pull,Back,17.5,15,,,
2014-08-20,Face Pull,Back,17.5,15,,,
2014-08-20,Standing Calf Raise Machine,Legs,100.0,12,,,
2014-08-20,Reverse Fly Machine,Shoulders,40.0,12,,,
2014-08-20,Reverse Fly Machine,Shoulders,40.0,12,,,
2014-08-20,Chin Up,Back,90.0,9,,,
2014-08-20,Chin Up,Back,90.0,4,,,
2014-08-20,Chin Up,Back,80.0,8,,,
2014-08-22,Bench Press (Touch and Go),Chest,90.0,5,,,
2014-08-22,Squat,Legs,95.0,5,,,
2014-08-22,Squat,Legs,80.0,3,,,
2014-08-22,Squat,Legs,60.0,5,,,
2014-08-22,Triceps Dips,Triceps,90.0,10,,,
2014-08-22,Triceps Dips,Triceps,90.0,10,,,
