Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time
2016-04-25,Power Clean,Olympic Lifts,63.5,3,,,
2016-04-25,Power Clean,Olympic Lifts,63.5,3,,,
2016-04-27,Squat,Legs,93.5,5,,,
2016-04-27,Squat,Legs,93.5,5,,,
2016-04-27,Bench Press (Touch and Go),Chest,76.0,5,,,
2016-04-27,Bench Press (Touch and Go),Chest,76.0,5,,,
2016-04-27,Bench Press (Touch and Go),Chest,76.0,5,,,
2016-04-27,Power Snatch,Olympic Lifts,38.5,2,,,
2016-04-27,Power Snatch,Olympic Lifts,38.5,2,,,
2016-04-27,Power Snatch,Olympic Lifts,38.5,2,,,
2016-04-29,Squat,Legs,130.0,3,,,
2016-04-29,Squat,Legs,130.0,3,,,
2016-04-29,Overhead Press,Shoulders,57.5,3,,,
2016-04-29,Overhead Press,Shoulders,57.5,3,,,
2016-04-29,Deadlift,Back,150.0,3,,,
2016-04-29,Dumbbell Hammer Curl,Biceps,28.0,10,,,
2016-04-29,Dumbbell Hammer Curl,Biceps,28.0,7,,,
2016-04-29,Dumbbell Hammer Curl,Biceps,28.0,6,,,
2016-04-29,Triceps Dips,Triceps,110.0,5,,,
2016-04-29,Triceps Dips,Triceps,110.0,5,,,
2016-04-29,Triceps Dips,Triceps,110.0,5,,,
2016-05-02,Squat,Legs,112.5,5,,,
2016-05-02,Squat,Legs,112.5,5,,,
2016-05-02,Squat,Legs,112.5,5,,,
2016-05-02,Squat,Legs,112.5,5,,,
2016-05-02,Squat,Legs,112.5,5,,,
2016-05-02,Bench Press (Touch and Go),Chest,82.5,5,,,
2016-05-02,Bench Press (Touch and Go),Chest,82.5,5,,,
2016-05-02,Bench Press (Touch and Go),Chest,82.5,5,,,
2016-05-02,Bench Press (Touch and Go),Chest,82.5,5,,,
2016-05-02,Bench Press (Touch and Go),Chest,82.5,5,,,
2016-05-02,Speed DL W Bands,Back,90.0,1,,,
2016-05-02,Speed DL W Bands,Back,90.0,1,,,
2016-05-02,Speed DL W Bands,Back,90.0,1,,,
2016-05-02,Speed DL W Bands,Back,90.0,1,,,
2016-05-02,Speed DL W Bands,Back,90.0,1,,,
2016-05-02,Speed DL W Bands,Back,90.0,1,,,
2016-05-04,Squat,Legs,95.0,5,,,
2016-05-04,Squat,Legs,95.0,5,,,
2016-05-04,Overhead Press,Shoulders,47.5,5,,,
2016-05-04,Overhead Press,Shoulders,47.5,5,,,
2016-05-04,Overhead Press,Shoulders,47.5,5,,,
2016-05-04,Back Extensions,Back,5.0,10,,,
2016-05-04,Back Extensions,Back,5.0,10,,,
2016-05-04,Back Extensions,Back,5.0,10,,,
2016-05-06,Squat,Legs,132.5,2,,,
2016-05-06,Squat,Legs,132.5,2,,,
2016-05-06,Squat,Legs,132.5,2,,,
2016-05-06,Bench Press (Touch and Go),Chest,95.0,2,,,
2016-05-06,Bench Press (Touch and Go),Chest,95.0,2,,,
2016-05-06,Bench Press (Touch and Go),Chest,95.0,2,,,
2016-05-06,Deadlift,Back,155.0,3,,,
2016-05-06,Chin Up,Back,98.5,5,,,
2016-05-06,Chin Up,Back,98.5,5,,,
2016-05-06,Chin Up,Back,98.5,5,,,
2016-05-06,Dumbbell Hammer Curl,Biceps,28.0,8,,,
2016-05-06,Dumbbell Hammer Curl,Biceps,28.0,7,,,
2016-05-06,Dumbbell Hammer Curl,Biceps,28.0,6,,,
2016-05-09,Squat,Legs,115.0,5,,,
2016-05-09,Squat,Legs,115.0,5,,,
2016-05-09,Squat,Legs,115.0,5,,,
2016-05-09,Squat,Legs,115.0,5,,,
2016-05-09,Squat,Legs,115.0,5,,,
2016-05-09,Overhead Press,Shoulders,52.0,5,,,
2016-05-09,Overhead Press,Shoulders,52.0,5,,,
2016-05-09,Overhead Press,Shoulders,52.0,5,,,
2016-05-09,Overhead Press,Shoulders,52.0,5,,,
2016-05-09,Overhead Press,Shoulders,52.0,5,,,
2016-05-09,Speed DL W Bands,Back,90.0,1,,,
2016-05-09,Speed DL W Bands,Back,90.0,1,,,
2016-05-09,Speed DL W Bands,Back,90.0,1,,,
2016-05-09,Speed DL W Bands,Back,90.0,1,,,
2016-05-09,Speed DL W Bands,Back,90.0,1,,,
2016-05-09,Speed DL W Bands,Back,90.0,1,,,
2016-05-09,Speed DL W Bands,Back,90.0,1,,,
2016-05-09,Speed DL W Bands,Back,90.0,1,,,
2016-05-11,Squat,Legs,96.0,5,,,
2016-05-11,Squat,Legs,96.0,5,,,
2016-05-11,Bench Press (Touch and Go),Chest,77.5,5,,,
2016-05-11,Bench Press (Touch and Go),Chest,77.5,5,,,
2016-05-11,Bench Press (Touch and Go),Chest,77.5,5,,,
2016-05-11,Power Snatch,Olympic Lifts,35.0,2,,,
2016-05-11,Power Snatch,Olympic Lifts,35.0,2,,,
2016-05-11,Power Snatch,Olympic Lifts,35.0,2,,,
2016-05-13,Squat,Legs,135.0,2,,,
2016-05-13,Squat,Legs,135.0,2,,,
2016-05-13,Squat,Legs,135.0,2,,,
2016-05-13,Overhead Press,Shoulders,61.0,2,,,
2016-05-13,Overhead Press,Shoulders,61.0,2,,,
2016-05-13,Overhead Press,Shoulders,61.0,2,,,
2016-05-13,Deadlift,Back,160.0,3,,,
2016-05-13,Triceps Dips,Triceps,112.5,5,,,
2016-05-13,Incline DB Bench Press,Chest,40.0,10,,,
2016-05-13,Incline DB Bench Press,Chest,40.0,10,,,
2016-05-13,Dumbbell Hammer Curl,Biceps,32.0,9,,,
2016-05-13,Dumbbell Hammer Curl,Biceps,32.0,7,,,
2016-05-13,Dumbbell Hammer Curl,Biceps,32.0,6,,,
2016-05-16,Squat,Legs,117.5,5,,,
2016-05-16,Squat,Legs,117.5,5,,,
2016-05-16,Squat,Legs,117.5,5,,,
2016-05-16,Squat,Legs,117.5,5,,,
2016-05-16,Squat,Legs,117.5,5,,,
2016-05-16,Bench Press (Touch and Go),Chest,85.0,5,,,
2016-05-16,Bench Press (Touch and Go),Chest,85.0,5,,,
2016-05-16,Bench Press (Touch and Go),Chest,85.0,5,,,
2016-05-16,Bench Press (Touch and Go),Chest,85.0,5,,,
2016-05-16,Speed DL,Back,100.0,1,,,
2016-05-16,Speed DL,Back,100.0,1,,,
2016-05-16,Speed DL,Back,100.0,1,,,
2016-05-16,Speed DL,Back,100.0,1,,,
2016-05-16,Speed DL,Back,100.0,1,,,
2016-05-16,Speed DL,Back,100.0,1,,,
2016-05-16,Speed DL,Back,100.0,1,,,
2016-05-16,Speed DL,Back,100.0,1,,,
2016-05-18,Squat,Legs,97.0,5,,,
2016-05-18,Squat,Legs,97.0,5,,,
2016-05-18,Overhead Press,Shoulders,48.5,5,,,
2016-05-18,Overhead Press,Shoulders,48.5,5,,,
2016-05-18,Overhead Press,Shoulders,48.5,5,,,
2016-05-18,Overhead Squat,Olympic Lifts,30.0,3,,,
2016-05-18,Overhead Squat,Olympic Lifts,35.0,3,,,
2016-05-18,Overhead Squat,Olympic Lifts,35.0,3,,,
2016-05-18,Overhead Squat,Olympic Lifts,40.0,1,,,
2016-05-18,Power Snatch,Olympic Lifts,30.0,1,,,
2016-05-20,Squat,Legs,132.5,3,,,
2016-05-20,Bench Press (Touch and Go),Chest,95.0,3,,,
2016-05-20,Deadlift,Back,160.0,1,,,
2016-05-20,Rack Pull,Back,160.0,1,,,
2016-05-20,Rack Pull,Back,160.0,3,,,
2016-05-20,Dumbbell Hammer Curl,Biceps,32.0,10,,,
2016-05-20,Dumbbell Hammer Curl,Biceps,32.0,5,,,
2016-05-20,Dumbbell Hammer Curl,Biceps,32.0,6,,,
2016-05-23,Squat,Legs,117.5,5,,,
2016-05-23,Squat,Legs,117.5,5,,,
2016-05-23,Squat,Legs,117.5,5,,,
2016-05-23,Squat,Legs,117.5,5,,,
2016-05-23,Squat,Legs,117.5,5,,,
2016-05-23,Overhead Press,Shoulders,53.5,5,,,
2016-05-23,Overhead Press,Shoulders,53.5,5,,,
2016-05-23,Overhead Press,Shoulders,50.0,5,,,
2016-05-24,Power Snatch,Olympic Lifts,35.0,2,,,
2016-05-24,Power Snatch,Olympic Lifts,35.0,2,,,
2016-05-24,Power Snatch,Olympic Lifts,35.0,2,,,
2016-05-24,Triceps Dips,Triceps,95.0,5,,,
2016-05-24,Triceps Dips,Triceps,95.0,5,,,
2016-05-24,Triceps Dips,Triceps,95.0,5,,,
2016-05-24,Romanian Deadlift,Back,65.0,5,,,
2016-05-24,Romanian Deadlift,Back,65.0,5,,,
2016-05-24,Romanian Deadlift,Back,65.0,5,,,
2016-05-25,Squat,Legs,95.0,5,,,
2016-05-25,Squat,Legs,95.0,5,,,
2016-05-25,Bench Press (Touch and Go),Chest,75.0,5,,,
2016-05-25,Bench Press (Touch and Go),Chest,75.0,5,,,
2016-05-25,Bench Press (Touch and Go),Chest,75.0,5,,,
2016-05-27,Squat,Legs,135.0,3,,,
2016-05-27,Overhead Press,Shoulders,60.0,3,,,
2016-05-27,Deadlift,Back,160.0,2,,,
2016-05-27,Dumbbell Hammer Curl,Biceps,36.0,7,,,
2016-05-27,Dumbbell Hammer Curl,Biceps,36.0,5,,,
2016-05-27,Dumbbell Hammer Curl,Biceps,36.0,6,,,
2016-05-30,Squat,Legs,118.5,5,,,
2016-05-30,Squat,Legs,118.5,5,,,
2016-05-30,Squat,Legs,118.5,5,,,
2016-05-30,Squat,Legs,118.5,5,,,
2016-05-30,Squat,Legs,118.5,5,,,
2016-05-30,Bench Press (Touch and Go),Chest,78.5,5,,,
2016-05-30,Bench Press (Touch and Go),Chest,78.5,5,,,
2016-05-30,Bench Press (Touch and Go),Chest,78.5,5,,,
2016-05-30,Bench Press (Touch and Go),Chest,78.5,5,,,
2016-05-30,Bench Press (Touch and Go),Chest,78.5,5,,,
2016-05-30,Chin Up,Back,90.0,5,,,
2016-05-30,Chin Up,Back,90.0,5,,,
2016-05-30,Chin Up,Back,90.0,5,,,
2016-05-31,Power Snatch,Olympic Lifts,35.0,2,,,
2016-05-31,Power Snatch,Olympic Lifts,35.0,2,,,
2016-05-31,Hang Snatch,Olympic Lifts,35.0,2,,,
2016-05-31,Hang Snatch,Olympic Lifts,40.0,1,,,
2016-05-31,Triceps Dips,Triceps,100.0,5,,,
2016-05-31,Triceps Dips,Triceps,100.0,5,,,
2016-05-31,Triceps Dips,Triceps,100.0,5,,,
2016-05-31,Romanian Deadlift,Back,65.0,5,,,
2016-05-31,Romanian Deadlift,Back,65.0,5,,,
2016-05-31,Romanian Deadlift,Back,65.0,5,,,
2016-06-01,Squat,Legs,96.0,5,,,
2016-06-01,Squat,Legs,96.0,5,,,
2016-06-01,Overhead Press,Shoulders,46.0,5,,,
2016-06-01,Overhead Press,Shoulders,46.0,5,,,
2016-06-01,Overhead Press,Shoulders,46.0,5,,,
2016-06-03,Squat,Legs,137.5,3,,,
2016-06-03,Bench Press (Touch and Go),Chest,90.0,3,,,
2016-06-03,Deadlift,Back,155.0,3,,,
2016-06-03,Dumbbell Hammer Curl,Biceps,36.0,9,,,
2016-06-03,Dumbbell Hammer Curl,Biceps,36.0,7,,,
2016-06-03,Dumbbell Hammer Curl,Biceps,36.0,6,,,
2016-06-06,Squat,Legs,110.0,5,,,
2016-06-06,Squat,Legs,110.0,5,,,
2016-06-06,Squat,Legs,110.0,5,,,
2016-06-06,Squat,Legs,110.0,5,,,
2016-06-06,Squat,Legs,110.0,5,,,
2016-06-06,Overhead Press,Shoulders,47.5,5,,,
2016-06-06,Overhead Press,Shoulders,47.5,5,,,
2016-06-06,Overhead Press,Shoulders,47.5,5,,,
2016-06-06,Overhead Press,Shoulders,47.5,5,,,
2016-06-06,Overhead Press,Shoulders,47.5,5,,,
2016-06-06,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-06,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-06,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-06,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-06,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-06,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-06,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-07,Chin Up,Back,90.0,5,,,
2016-06-07,Chin Up,Back,90.0,5,,,
2016-06-07,Chin Up,Back,90.0,5,,,
2016-06-07,Seated Calf Raise Machine,Legs,138.6,15,,,
2016-06-07,Seated Calf Raise Machine,Legs,138.6,15,,,
2016-06-07,Seated Calf Raise Machine,Legs,138.6,15,,,
2016-06-08,Squat,Legs,90.0,5,,,
2016-06-08,Squat,Legs,90.0,5,,,
2016-06-08,Bench Press (Touch and Go),Chest,76.0,5,,,
2016-06-08,Bench Press (Touch and Go),Chest,76.0,5,,,
2016-06-08,Bench Press (Touch and Go),Chest,76.0,5,,,
2016-06-08,Push Press,Olympic Lifts,50.0,3,,,
2016-06-08,Push Press,Olympic Lifts,50.0,3,,,
2016-06-08,Push Press,Olympic Lifts,50.0,3,,,
2016-06-10,Squat,Legs,130.0,3,,,
2016-06-10,Overhead Press,Shoulders,56.0,3,,,
2016-06-10,Deadlift,Back,145.0,3,,,
2016-06-10,Overhead Press,Shoulders,56.0,3,,,
2016-06-10,Dumbbell Hammer Curl,Biceps,36.0,9,,,
2016-06-10,Dumbbell Hammer Curl,Biceps,36.0,8,,,
2016-06-10,Dumbbell Hammer Curl,Biceps,36.0,7,,,
2016-06-13,Squat,Legs,112.5,5,,,
2016-06-13,Squat,Legs,112.5,5,,,
2016-06-13,Squat,Legs,112.5,5,,,
2016-06-13,Squat,Legs,112.5,5,,,
2016-06-13,Squat,Legs,112.5,5,,,
2016-06-13,Bench Press (Touch and Go),Chest,80.0,5,,,
2016-06-13,Bench Press (Touch and Go),Chest,80.0,5,,,
2016-06-13,Bench Press (Touch and Go),Chest,80.0,5,,,
2016-06-13,Bench Press (Touch and Go),Chest,80.0,5,,,
2016-06-13,Bench Press (Touch and Go),Chest,80.0,5,,,
2016-06-13,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-13,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-13,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-13,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-13,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-13,Power Snatch,Olympic Lifts,40.0,1,,,
2016-06-13,Chin Up,Back,85.0,5,,,
2016-06-13,Chin Up,Back,85.0,5,,,
2016-06-13,Chin Up,Back,85.0,5,,,
2016-06-13,Romanian Deadlift,Back,65.0,5,,,
2016-06-13,Romanian Deadlift,Back,65.0,5,,,
2016-06-13,Romanian Deadlift,Back,65.0,5,,,
2016-06-15,Squat,Legs,91.0,5,,,
2016-06-15,Squat,Legs,91.0,5,,,
2016-06-15,CG Bench Press,Chest,65.0,5,,,
2016-06-15,CG Bench Press,Chest,65.0,5,,,
2016-06-15,CG Bench Press,Chest,65.0,5,,,
2016-06-15,Overhead Press,Shoulders,46.0,5,,,
2016-06-15,Overhead Press,Shoulders,46.0,5,,,
2016-06-15,Overhead Press,Shoulders,46.0,5,,,
2016-06-15,Back Extensions,Back,5.0,10,,,
2016-06-15,Back Extensions,Back,5.0,10,,,
2016-06-15,Back Extensions,Back,5.0,10,,,
2016-06-17,Squat,Legs,132.5,3,,,
2016-06-17,Bench Press (Touch and Go),Chest,92.5,3,,,
2016-06-17,Deadlift,Back,147.5,3,,,
2016-06-17,Dumbbell Hammer Curl,Biceps,40.0,7,,,
2016-06-17,Dumbbell Hammer Curl,Biceps,40.0,5,,,
2016-06-17,Dumbbell Hammer Curl,Biceps,40.0,5,,,
2016-06-17,Bench Press (Touch and Go),Chest,92.5,3,,,
2016-06-17,EZ-Bar Skullcrusher,Triceps,32.5,10,,,
2016-06-17,EZ-Bar Skullcrusher,Triceps,32.5,10,,,
2016-06-20,Squat,Legs,113.5,5,,,
2016-06-20,Squat,Legs,113.5,5,,,
2016-06-20,Squat,Legs,113.5,5,,,
2016-06-20,Squat,Legs,113.5,5,,,
2016-06-20,Squat,Legs,113.5,5,,,
2016-06-20,Overhead Press,Shoulders,48.5,5,,,
2016-06-20,Overhead Press,Shoulders,48.5,5,,,
2016-06-20,Overhead Press,Shoulders,48.5,5,,,
2016-06-20,Overhead Press,Shoulders,48.5,5,,,
2016-06-20,Overhead Press,Shoulders,48.5,5,,,
2016-06-20,Power Clean,Olympic Lifts,55.0,3,,,
2016-06-20,Power Clean,Olympic Lifts,55.0,3,,,
2016-06-20,Power Clean,Olympic Lifts,55.0,3,,,
2016-06-20,Chin Up,Back,87.5,5,,,
2016-06-20,Chin Up,Back,87.5,5,,,
2016-06-20,Chin Up,Back,87.5,5,,,
2016-06-20,Romanian Deadlift,Back,65.0,5,,,
2016-06-20,Romanian Deadlift,Back,65.0,5,,,
2016-06-20,Romanian Deadlift,Back,65.0,5,,,
2016-06-22,Squat,Legs,92.5,5,,,
2016-06-22,Squat,Legs,92.5,5,,,
2016-06-22,Bench Press (Touch and Go),Chest,76.0,5,,,
2016-06-22,Bench Press (Touch and Go),Chest,76.0,5,,,
2016-06-22,Bench Press (Touch and Go),Chest,76.0,5,,,
2016-06-22,Push Press,Olympic Lifts,45.0,3,,,
2016-06-22,Push Press,Olympic Lifts,45.0,3,,,
2016-06-24,Squat,Legs,133.5,3,,,
2016-06-24,Squat,Legs,133.5,3,,,
2016-06-24,Overhead Press,Shoulders,57.5,3,,,
2016-06-24,Overhead Press,Shoulders,57.5,3,,,
2016-06-24,Deadlift,Back,150.0,3,,,
2016-06-24,Triceps Dips,Triceps,95.0,5,,,
2016-06-24,Triceps Dips,Triceps,100.0,5,,,
2016-06-24,Triceps Dips,Triceps,100.0,5,,,
2016-06-24,Dumbbell Hammer Curl,Biceps,40.0,7,,,
2016-06-24,Dumbbell Hammer Curl,Biceps,40.0,6,,,
2016-06-24,Dumbbell Hammer Curl,Biceps,40.0,5,,,
2016-06-27,Squat,Legs,115.0,5,,,
2016-06-27,Squat,Legs,115.0,5,,,
2016-06-27,Squat,Legs,115.0,5,,,
2016-06-27,Squat,Legs,115.0,5,,,
2016-06-27,Squat,Legs,115.0,5,,,
2016-06-27,Bench Press (Touch and Go),Chest,81.0,5,,,
2016-06-27,Bench Press (Touch and Go),Chest,81.0,5,,,
2016-06-27,Bench Press (Touch and Go),Chest,81.0,5,,,
2016-06-27,Deadlift,Back,90.0,5,,,
2016-06-27,Deadlift,Back,90.0,5,,,
2016-06-27,Deadlift,Back,90.0,5,,,
2016-06-27,Power Snatch,Olympic Lifts,30.0,2,,,
2016-06-27,Power Snatch,Olympic Lifts,35.0,2,,,
2016-06-27,Power Snatch,Olympic Lifts,35.0,2,,,
2016-06-29,Squat,Legs,93.5,5,,,
2016-06-29,Squat,Legs,93.5,5,,,
2016-06-29,CG Bench Press,Chest,65.0,5,,,
2016-06-29,CG Bench Press,Chest,65.0,5,,,
2016-06-29,CG Bench Press,Chest,65.0,5,,,
2016-06-29,Overhead Press,Shoulders,47.5,5,,,
2016-06-29,Overhead Press,Shoulders,47.5,5,,,
2016-06-29,Overhead Press,Shoulders,47.5,5,,,
2016-06-29,Back Extensions,Back,10.0,10,,,
2016-06-29,Back Extensions,Back,10.0,10,,,
2016-06-29,Back Extensions,Back,10.0,10,,,
2016-07-01,Squat,Legs,135.0,3,,,
2016-07-01,Bench Press (Touch and Go),Chest,93.5,3,,,
2016-07-01,Bench Press (Touch and Go),Chest,93.5,3,,,
2016-07-01,Deadlift,Back,145.0,3,,,
2016-07-01,EZ-Bar Skullcrusher,Triceps,42.5,5,,,
2016-07-01,EZ-Bar Skullcrusher,Triceps,42.5,5,,,
2016-07-01,EZ-Bar Skullcrusher,Triceps,42.5,5,,,
2016-07-01,Dumbbell Hammer Curl,Biceps,36.0,5,,,
2016-07-01,Dumbbell Hammer Curl,Biceps,36.0,5,,,
2016-07-01,Dumbbell Hammer Curl,Biceps,36.0,5,,,
2016-07-04,Squat,Legs,116.0,5,,,
2016-07-04,Squat,Legs,116.0,5,,,
2016-07-04,Squat,Legs,116.0,5,,,
2016-07-04,Squat,Legs,116.0,5,,,
2016-07-04,Squat,Legs,116.0,5,,,
2016-07-04,Overhead Press,Shoulders,50.0,5,,,
2016-07-04,Overhead Press,Shoulders,50.0,5,,,
2016-07-04,Overhead Press,Shoulders,50.0,5,,,
2016-07-04,Overhead Press,Shoulders,50.0,5,,,
2016-07-04,Overhead Press,Shoulders,50.0,5,,,
2016-07-04,Deadlift,Back,92.5,5,,,
2016-07-04,Deadlift,Back,92.5,5,,,
2016-07-04,Deadlift,Back,92.5,5,,,
2016-07-04,Chin Up,Back,92.5,5,,,
2016-07-04,Chin Up,Back,92.5,5,,,
2016-07-04,Chin Up,Back,92.5,5,,,
2016-07-06,Squat,Legs,95.0,5,,,
2016-07-06,Squat,Legs,95.0,5,,,
2016-07-06,Bench Press,Chest,72.5,5,,,
2016-07-06,Bench Press,Chest,72.5,5,,,
2016-07-06,Bench Press,Chest,70.0,5,,,
2016-07-06,Power Snatch,Olympic Lifts,32.5,2,,,
2016-07-06,Power Snatch,Olympic Lifts,32.5,2,,,
2016-07-06,Power Snatch,Olympic Lifts,32.5,2,,,
2016-07-08,Squat,Legs,135.0,3,,,
2016-07-08,Overhead Press,Shoulders,58.5,3,,,
2016-07-08,Overhead Press,Shoulders,58.5,3,,,
2016-07-08,Rack Pull,Back,160.0,5,,,
2016-07-08,Barbell Curl,Biceps,50.0,2,,,
2016-07-08,Barbell Curl,Biceps,40.0,5,,,
2016-07-08,Barbell Curl,Biceps,40.0,5,,,
2016-07-08,Triceps Dips,Triceps,100.0,5,,,
2016-07-08,Triceps Dips,Triceps,100.0,5,,,
2016-07-08,Triceps Dips,Triceps,100.0,5,,,
2016-07-11,Squat,Legs,117.5,5,,,
2016-07-11,Squat,Legs,117.5,5,,,
2016-07-11,Squat,Legs,117.5,5,,,
2016-07-11,Squat,Legs,117.5,5,,,
2016-07-11,Squat,Legs,117.5,5,,,
2016-07-11,Bench Press,Chest,72.5,5,,,
2016-07-11,Bench Press,Chest,72.5,5,,,
2016-07-11,Bench Press,Chest,72.5,5,,,
2016-07-11,Bench Press,Chest,72.5,5,,,
2016-07-11,Bench Press,Chest,72.5,5,,,
2016-07-11,Power Clean,Olympic Lifts,60.0,3,,,
2016-07-11,Power Clean,Olympic Lifts,60.0,3,,,
2016-07-11,Power Clean,Olympic Lifts,60.0,3,,,
2016-07-11,Power Clean,Olympic Lifts,60.0,3,,,
2016-07-11,Power Clean,Olympic Lifts,60.0,3,,,
2016-07-11,Chin Up,Back,95.0,5,,,
2016-07-11,Chin Up,Back,95.0,5,,,
2016-07-11,Chin Up,Back,95.0,5,,,
2016-07-13,Squat,Legs,95.0,5,,,
2016-07-13,Squat,Legs,95.0,5,,,
2016-07-13,CG Bench Press,Chest,65.0,5,,,
2016-07-13,CG Bench Press,Chest,65.0,5,,,
2016-07-13,CG Bench Press,Chest,65.0,5,,,
2016-07-13,Overhead Press,Shoulders,48.5,5,,,
2016-07-13,Overhead Press,Shoulders,47.5,5,,,
2016-07-13,Overhead Press,Shoulders,47.5,5,,,
2016-07-13,Power Snatch,Olympic Lifts,32.5,2,,,
2016-07-13,Power Snatch,Olympic Lifts,40.0,1,,,
2016-07-13,Power Snatch,Olympic Lifts,45.0,1,,,
2016-07-15,Squat,Legs,140.0,1,,,
2016-07-15,Squat,Legs,145.0,1,,,
2016-07-15,Squat,Legs,150.0,1,,,
2016-07-15,Bench Press,Chest,85.0,3,,,
2016-07-15,Bench Press,Chest,85.0,3,,,
2016-07-15,Deadlift,Back,150.0,3,,,
2016-07-15,EZ-Bar Skullcrusher,Triceps,45.0,5,,,
2016-07-15,EZ-Bar Skullcrusher,Triceps,45.0,5,,,
2016-07-15,EZ-Bar Skullcrusher,Triceps,45.0,5,,,
2016-07-15,Dumbbell Hammer Curl,Biceps,40.0,5,,,
2016-07-15,Dumbbell Hammer Curl,Biceps,40.0,5,,,
2016-07-15,Dumbbell Hammer Curl,Biceps,40.0,5,,,
2016-07-18,Squat,Legs,117.5,5,,,
2016-07-18,Squat,Legs,117.5,5,,,
2016-07-18,Squat,Legs,117.5,5,,,
2016-07-18,Squat,Legs,117.5,5,,,
2016-07-18,Squat,Legs,117.5,5,,,
2016-07-18,Overhead Press,Shoulders,51.0,5,,,
2016-07-18,Overhead Press,Shoulders,51.0,5,,,
2016-07-18,Overhead Press,Shoulders,51.0,5,,,
2016-07-18,Overhead Press,Shoulders,51.0,5,,,
2016-07-18,Overhead Press,Shoulders,51.0,5,,,
2016-07-18,Speed DL,Back,80.0,1,,,
2016-07-18,Chin Up,Back,95.0,5,,,
2016-07-18,Chin Up,Back,95.0,5,,,
2016-07-18,Chin Up,Back,95.0,5,,,
2016-07-18,Speed DL,Back,80.0,1,,,
2016-07-18,Speed DL,Back,80.0,1,,,
2016-07-18,Speed DL,Back,80.0,1,,,
2016-07-18,Speed DL,Back,80.0,1,,,
2016-07-18,Speed DL,Back,80.0,1,,,
2016-07-20,Squat,Legs,95.0,5,,,
2016-07-20,Squat,Legs,95.0,5,,,
2016-07-20,Bench Press,Chest,72.5,5,,,
2016-07-20,Bench Press,Chest,72.5,5,,,
2016-07-20,Bench Press,Chest,72.5,5,,,
2016-07-20,Reverse Fly Machine,Shoulders,45.0,8,,,
2016-07-20,Reverse Fly Machine,Shoulders,45.0,8,,,
2016-07-20,Reverse Fly Machine,Shoulders,45.0,8,,,
2016-07-22,Squat,Legs,137.5,3,,,
2016-07-22,Overhead Press,Shoulders,58.5,3,,,
2016-07-22,Overhead Press,Shoulders,58.5,3,,,
2016-07-22,Deadlift,Back,152.5,3,,,
2016-07-22,Triceps Dips,Triceps,105.0,5,,,
2016-07-22,Triceps Dips,Triceps,105.0,5,,,
2016-07-22,Triceps Dips,Triceps,105.0,5,,,
2016-07-22,Barbell Curl,Biceps,40.0,5,,,
2016-07-22,Barbell Curl,Biceps,40.0,5,,,
2016-07-22,Barbell Curl,Biceps,40.0,5,,,
2016-07-25,Squat,Legs,118.5,5,,,
2016-07-25,Squat,Legs,118.5,5,,,
2016-07-25,Squat,Legs,118.5,5,,,
2016-07-25,Squat,Legs,118.5,5,,,
2016-07-25,Squat,Legs,118.5,5,,,
2016-07-25,Bench Press,Chest,75.0,5,,,
2016-07-25,Bench Press,Chest,75.0,5,,,
2016-07-25,Bench Press,Chest,75.0,5,,,
2016-07-25,Bench Press,Chest,75.0,5,,,
2016-07-25,Bench Press,Chest,75.0,5,,,
2016-07-25,Power Clean,Olympic Lifts,62.5,3,,,
2016-07-25,Power Clean,Olympic Lifts,62.5,3,,,
2016-07-25,Power Clean,Olympic Lifts,62.5,3,,,
2016-07-25,Power Clean,Olympic Lifts,62.5,3,,,
2016-07-25,Power Clean,Olympic Lifts,62.5,3,,,
2016-07-25,Chin Up,Back,95.0,5,,,
2016-07-25,Chin Up,Back,95.0,5,,,
2016-07-25,Chin Up,Back,95.0,5,,,
2016-07-27,Squat,Legs,96.0,5,,,
2016-07-27,Squat,Legs,96.0,5,,,
2016-07-27,CG Bench Press,Chest,66.0,5,,,
2016-07-27,CG Bench Press,Chest,66.0,5,,,
2016-07-27,CG Bench Press,Chest,66.0,5,,,
2016-07-27,Overhead Press,Shoulders,47.5,5,,,
2016-07-27,Overhead Press,Shoulders,47.5,5,,,
2016-07-27,Overhead Press,Shoulders,47.5,5,,,
2016-07-27,Power Snatch,Olympic Lifts,35.0,2,,,
2016-07-27,Power Snatch,Olympic Lifts,35.0,2,,,
2016-07-27,Power Snatch,Olympic Lifts,35.0,2,,,
2016-07-29,Squat,Legs,138.5,3,,,
2016-07-29,Bench Press,Chest,87.5,3,,,
2016-07-29,Bench Press,Chest,87.5,3,,,
2016-07-29,Rack Pull,Back,160.0,4,,,
