Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+01:00,00:15:00.000+01:00,,25663.91796875,,,,,51.06576919555664,3.8798108100891113,51.06576919555664,3.8798108100891113,,,,258,,,
00:15:00.000+01:00,00:30:00.000+01:00,,16263.001953125,,,,,50.885318756103516,3.61586332321167,50.98533630371094,3.6702308654785156,10.75,14.25,7.25,232,,,
00:30:00.000+01:00,00:45:00.000+01:00,,2743.521484375,,,,,50.872047424316406,3.579028367996216,50.884071350097656,3.61008358001709,29.0,29.0,29.0,195,,,
00:45:00.000+01:00,01:00:00.000+01:00,,8.000431060791016,,,,,,,,,,,,123,,,
01:00:00.000+01:00,01:15:00.000+01:00,,8.000431060791016,,,,,,,,,,,,,,,
01:15:00.000+01:00,01:30:00.000+01:00,,8.000431060791016,,,,,,,,,,,,,,,
01:30:00.000+01:00,01:45:00.000+01:00,,8.000431060791016,,,,,,,,,,,,,,,
01:45:00.000+01:00,02:00:00.000+01:00,,30.74985122680664,,,,,50.87172317504883,3.579310417175293,50.87172317504883,3.579310417175293,3.0,3.0,3.0,,,,
02:00:00.000+01:00,02:15:00.000+01:00,,15.919204711914062,,,,,50.872047424316406,3.5790274143218994,50.872047424316406,3.5790274143218994,,,,,,,
02:15:00.000+01:00,02:30:00.000+01:00,,2.612622022628784,,,,,,,,,,,,,,,
02:30:00.000+01:00,02:45:00.000+01:00,,2.612622022628784,,,,,,,,,,,,,,,
02:45:00.000+01:00,03:00:00.000+01:00,,6.024951934814453,,,,,50.872066497802734,3.5789108276367188,50.872066497802734,3.5789108276367188,,,,,,,
03:00:00.000+01:00,03:15:00.000+01:00,,10.077733039855957,,,,,50.872047424316406,3.5790274143218994,50.872047424316406,3.5790274143218994,,,,,,,
03:15:00.000+01:00,03:30:00.000+01:00,,10.17518424987793,,,,,,,,,,,,,,,
03:30:00.000+01:00,03:45:00.000+01:00,,10.17518424987793,,,,,,,,,,,,,,,
03:45:00.000+01:00,04:00:00.000+01:00,,10.17518424987793,,,,,,,,,,,,,,,
04:00:00.000+01:00,04:15:00.000+01:00,,10.17518424987793,,,,,,,,,,,,,,,
04:15:00.000+01:00,04:30:00.000+01:00,,10.17518424987793,,,,,,,,,,,,,,,
04:30:00.000+01:00,04:45:00.000+01:00,,10.17518424987793,,,,,,,,,,,,,,,
04:45:00.000+01:00,05:00:00.000+01:00,,32.19374084472656,,,,,50.872650146484375,3.5795209407806396,50.872650146484375,3.5795209407806396,5.0,5.0,5.0,,,,
05:00:00.000+01:00,05:15:00.000+01:00,,53.094337463378906,,,,,50.872047424316406,3.5790274143218994,50.872047424316406,3.5790274143218994,,,,,,,
05:15:00.000+01:00,05:30:00.000+01:00,,1.7477107048034668,,,,,,,,,,,,,,,
05:30:00.000+01:00,05:45:00.000+01:00,,1.7477107048034668,,,,,,,,,,,,,,,
05:45:00.000+01:00,06:00:00.000+01:00,,1.7477107048034668,,,,,,,,,,,,,,,
06:00:00.000+01:00,06:15:00.000+01:00,,1.7477107048034668,,,,,,,,,,,,,,,
06:15:00.000+01:00,06:30:00.000+01:00,,1.7477107048034668,,,,,,,,,,,,,,,
06:30:00.000+01:00,06:45:00.000+01:00,,1.7477107048034668,,,,,,,,,,,,,,,
06:45:00.000+01:00,07:00:00.000+01:00,,10.413519859313965,,,,,50.872161865234375,3.579057455062866,50.872161865234375,3.579057455062866,1.0,1.0,1.0,,,,
07:00:00.000+01:00,07:15:00.000+01:00,,155.98143005371094,,,,,50.872047424316406,3.5790274143218994,50.872047424316406,3.5790274143218994,,,,,,,
07:15:00.000+01:00,07:30:00.000+01:00,,171.3473358154297,,,,,,,,,,,,,,,
