Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+01:00,00:15:00.000+01:00,,2.8303189277648926,,,,,,,,,,,,300,,,
00:15:00.000+01:00,00:30:00.000+01:00,,2.8303189277648926,,,,,,,,,,,,169,,,
00:30:00.000+01:00,00:45:00.000+01:00,,542.4744262695312,,,,,51.03370666503906,3.743513584136963,51.03370666503906,3.743513584136963,,,,378,,,
00:45:00.000+01:00,01:00:00.000+01:00,,1045.7642822265625,,,,,51.03847122192383,3.725656509399414,51.04035568237305,3.734494924545288,,,,839,,,
01:00:00.000+01:00,01:15:00.000+01:00,,36.35387420654297,,,,,51.03999328613281,3.7257556915283203,51.0400390625,3.7257649898529053,,,,153,,,
01:15:00.000+01:00,01:30:00.000+01:00,,90.92385864257812,,,,,51.03968048095703,3.725437879562378,51.03994369506836,3.7256646156311035,,,,206,,,
01:30:00.000+01:00,01:45:00.000+01:00,,108.60147094726562,,,,,51.03982162475586,3.7256622314453125,51.04035568237305,3.7259604930877686,,,,407,,,
01:45:00.000+01:00,02:00:00.000+01:00,,75.74230194091797,,,,,51.039878845214844,3.725670576095581,51.04031753540039,3.7260069847106934,,,,379,,,
02:00:00.000+01:00,02:15:00.000+01:00,,13.629265785217285,,,,,51.040245056152344,3.7256758213043213,51.040245056152344,3.7256758213043213,,,,142,,,
02:15:00.000+01:00,02:30:00.000+01:00,,13.472792625427246,,,,,,,,,,,,191,,,
02:30:00.000+01:00,02:45:00.000+01:00,,13.472792625427246,,,,,,,,,,,,426,,,
02:45:00.000+01:00,03:00:00.000+01:00,,13.472792625427246,,,,,,,,,,,,222,,,
03:00:00.000+01:00,03:15:00.000+01:00,,13.472792625427246,,,,,,,,,,,,601,,,
03:15:00.000+01:00,03:30:00.000+01:00,,13.472792625427246,,,,,,,,,,,,304,,,
03:30:00.000+01:00,03:45:00.000+01:00,,13.472792625427246,,,,,,,,,,,,309,,,
03:45:00.000+01:00,04:00:00.000+01:00,,13.472792625427246,,,,,,,,,,,,102,,,
04:00:00.000+01:00,04:15:00.000+01:00,,13.472792625427246,,,,,,,,,,,,111,,,
04:15:00.000+01:00,04:30:00.000+01:00,,1.5865111351013184,,,,,,,,,1.0,1.0,1.0,336,,,
04:30:00.000+01:00,04:45:00.000+01:00,,,,,,,,,,,,,,210,,,
04:45:00.000+01:00,05:00:00.000+01:00,,16.672847747802734,,,,,51.038963317871094,3.725963592529297,51.038963317871094,3.725963592529297,,,,267,,,
05:00:00.000+01:00,05:15:00.000+01:00,,358.52911376953125,,,,,,,,,,,,519,,,
