Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms)
00:00:00.000+01:00,00:15:00.000+01:00,,11.262338638305664,,,,,,,,,,,,,,,,
00:15:00.000+01:00,00:30:00.000+01:00,,11.423196792602539,,,,,51.049251556396484,3.732978105545044,51.049251556396484,3.732978105545044,,,,,,,,
00:30:00.000+01:00,00:45:00.000+01:00,,28.16742515563965,,,,,51.0494384765625,3.7328739166259766,51.04949188232422,3.73288631439209,,,,,,,,
00:45:00.000+01:00,01:00:00.000+01:00,,5.805720806121826,,,,,51.049537658691406,3.7328360080718994,51.049537658691406,3.7328360080718994,,,,,,,,
01:00:00.000+01:00,01:15:00.000+01:00,,154.5942840576172,,,,,51.0490837097168,3.7311933040618896,51.0490837097168,3.7311933040618896,8.0,8.0,8.0,,,,,
01:15:00.000+01:00,01:30:00.000+01:00,,123.81849670410156,,,,,51.04954528808594,3.7328341007232666,51.04954528808594,3.7328341007232666,,,,,,,,
01:30:00.000+01:00,01:45:00.000+01:00,,62.77179718017578,,,,,51.049652099609375,3.7320363521575928,51.049652099609375,3.7320363521575928,4.0,4.0,4.0,,,,,
01:45:00.000+01:00,02:00:00.000+01:00,,31.585803985595703,,,,,51.049522399902344,3.732842445373535,51.04957580566406,3.732863187789917,,,,,,,,
02:00:00.000+01:00,02:15:00.000+01:00,,55.340335845947266,,,,,51.04952621459961,3.7327892780303955,51.049720764160156,3.7330920696258545,4.0,4.0,4.0,,,,,
02:15:00.000+01:00,02:30:00.000+01:00,,15.785823822021484,,,,,51.049530029296875,3.7327880859375,51.04954528808594,3.732872724533081,,,,,,,,
02:30:00.000+01:00,02:45:00.000+01:00,,16.211631774902344,,,,,51.04942321777344,3.7328553199768066,51.049503326416016,3.732870578765869,,,,,,,,
02:45:00.000+01:00,03:00:00.000+01:00,,11.861536979675293,,,,,51.04953384399414,3.7328951358795166,51.04953384399414,3.7328951358795166,,,,,,,,
03:00:00.000+01:00,03:15:00.000+01:00,,10.749303817749023,,,,,51.04953384399414,3.732802391052246,51.0495719909668,3.732858896255493,,,,,,,,
03:15:00.000+01:00,03:30:00.000+01:00,,14.349615097045898,,,,,51.049522399902344,3.7327921390533447,51.04955291748047,3.732879400253296,,,,,,,,
03:30:00.000+01:00,03:45:00.000+01:00,,1.7981616258621216,,,,,,,,,,,,,,,,
03:45:00.000+01:00,04:00:00.000+01:00,,1.7981616258621216,,,,,,,,,,,,,,,,
04:00:00.000+01:00,04:15:00.000+01:00,,20.54468536376953,,,,,51.049503326416016,3.73276424407959,51.049522399902344,3.7330105304718018,,,,,,,,
04:15:00.000+01:00,04:30:00.000+01:00,,21.767627716064453,,,,,51.04954528808594,3.7327589988708496,51.04954528808594,3.7327589988708496,,,,,,,,
04:30:00.000+01:00,04:45:00.000+01:00,,12.97367000579834,,,,,51.04949951171875,3.7327358722686768,51.04956817626953,3.7327823638916016,,,,,,,,
04:45:00.000+01:00,05:00:00.000+01:00,,77.24292755126953,,,,,51.0495491027832,3.7328224182128906,51.04969787597656,3.7331926822662354,,,,,,,,
05:00:00.000+01:00,05:15:00.000+01:00,,24.571182250976562,,,,,51.04949951171875,3.732724189758301,51.04949951171875,3.732724189758301,,,,,,,,
