Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+01:00,00:15:00.000+01:00,,3.217982530593872,,,,,,,,,,,,,,,
00:15:00.000+01:00,00:30:00.000+01:00,,3.217982530593872,,,,,,,,,,,,,,,
00:30:00.000+01:00,00:45:00.000+01:00,,3.217982530593872,,,,,,,,,,,,,,,
00:45:00.000+01:00,01:00:00.000+01:00,,3.217982530593872,,,,,,,,,,,,1,,,
01:00:00.000+01:00,01:15:00.000+01:00,,90.88538360595703,,,,,51.04911804199219,3.732872486114502,51.049537658691406,3.7331624031066895,2.5999979972839355,3.0,2.0,,,,
01:15:00.000+01:00,01:30:00.000+01:00,,18.484642028808594,,,,,51.049468994140625,3.733110189437866,51.049468994140625,3.733110189437866,2.0,2.0,2.0,,,,
01:30:00.000+01:00,01:45:00.000+01:00,,1.6058775186538696,,,,,,,,,,,,,,,
01:45:00.000+01:00,02:00:00.000+01:00,,1.6058775186538696,,,,,,,,,,,,,,,
02:00:00.000+01:00,02:15:00.000+01:00,,1.6058775186538696,,,,,,,,,,,,,,,
02:15:00.000+01:00,02:30:00.000+01:00,,33.26580047607422,,,,,51.04924392700195,3.733170986175537,51.0494270324707,3.7334725856781006,,,,,,,
02:30:00.000+01:00,02:45:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
02:45:00.000+01:00,03:00:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
03:00:00.000+01:00,03:15:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
03:15:00.000+01:00,03:30:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
03:30:00.000+01:00,03:45:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
03:45:00.000+01:00,04:00:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
04:00:00.000+01:00,04:15:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
04:15:00.000+01:00,04:30:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
04:30:00.000+01:00,04:45:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
04:45:00.000+01:00,05:00:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
05:00:00.000+01:00,05:15:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
05:15:00.000+01:00,05:30:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
05:30:00.000+01:00,05:45:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
05:45:00.000+01:00,06:00:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
06:00:00.000+01:00,06:15:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
06:15:00.000+01:00,06:30:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
06:30:00.000+01:00,06:45:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
06:45:00.000+01:00,07:00:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
07:00:00.000+01:00,07:15:00.000+01:00,,5.166961669921875,,,,,,,,,,,,,,,
07:15:00.000+01:00,07:30:00.000+01:00,,5.305636882781982,,,,,51.04964828491211,3.7320945262908936,51.04964828491211,3.7320945262908936,,,,,,,
07:30:00.000+01:00,07:45:00.000+01:00,,6.4358038902282715,,,,,,,,,,,,,,,
07:45:00.000+01:00,08:00:00.000+01:00,,6.4358038902282715,,,,,,,,,,,,,,,
08:00:00.000+01:00,08:15:00.000+01:00,,6.4358038902282715,,,,,,,,,,,,,,,
08:15:00.000+01:00,08:30:00.000+01:00,,6.4358038902282715,,,,,,,,,,,,,,,
08:30:00.000+01:00,08:45:00.000+01:00,,6.4358038902282715,,,,,,,,,,,,,,,
08:45:00.000+01:00,09:00:00.000+01:00,,6.4358038902282715,,,,,,,,,,,,,,,
09:00:00.000+01:00,09:15:00.000+01:00,,6.4358038902282715,,,,,,,,,,,,1,,,
09:15:00.000+01:00,09:30:00.000+01:00,,3.8158628940582275,,,,,51.04950714111328,3.7327077388763428,51.04950714111328,3.7327077388763428,,,,13,,,
09:30:00.000+01:00,09:45:00.000+01:00,,3.781456232070923,,,,,,,,,,,,,,,
