Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms)
18:45:00.000+01:00,19:00:00.000+01:00,,1021.7462158203125,,,,,51.045738220214844,3.7327828407287598,51.04958724975586,3.73488450050354,,,,828,,,,
19:00:00.000+01:00,19:15:00.000+01:00,,858.5281372070312,,,,,51.038753509521484,3.739842176437378,51.041866302490234,3.746678113937378,,,,861,,,,
19:15:00.000+01:00,19:30:00.000+01:00,,228.95237731933594,,,,,51.03764343261719,3.745878219604492,51.03892135620117,3.7480783462524414,,,,456,,,,
19:30:00.000+01:00,19:45:00.000+01:00,,5.618168830871582,,,,,51.03770065307617,3.747931718826294,51.03770065307617,3.747931718826294,,,,18,,,,
19:45:00.000+01:00,20:00:00.000+01:00,,2.6660542488098145,,,,,,,,,,,,,,,,
20:00:00.000+01:00,20:15:00.000+01:00,,2.6660542488098145,,,,,,,,,,,,,,,,
20:15:00.000+01:00,20:30:00.000+01:00,,2.6660542488098145,,,,,,,,,,,,,,,,
20:30:00.000+01:00,20:45:00.000+01:00,,2.6660542488098145,,,,,,,,,,,,,,,,
20:45:00.000+01:00,21:00:00.000+01:00,,9.223630905151367,,,,,51.037628173828125,3.7478177547454834,51.037628173828125,3.7478177547454834,,,,,,,,
21:00:00.000+01:00,21:15:00.000+01:00,,11.004258155822754,,,,,51.03765869140625,3.747951030731201,51.0377082824707,3.7479610443115234,,,,14,,,,
21:15:00.000+01:00,21:30:00.000+01:00,,28.335124969482422,,,,,51.037620544433594,3.747847080230713,51.037620544433594,3.747847080230713,,,,76,,,,
21:30:00.000+01:00,21:45:00.000+01:00,,10.214262008666992,,,,,51.037696838378906,3.7479987144470215,51.037696838378906,3.7479987144470215,,,,159,,,,
21:45:00.000+01:00,22:00:00.000+01:00,,1739.5758056640625,,,,,51.03763961791992,3.7327468395233154,51.04956817626953,3.7481231689453125,,,,777,,,,
22:00:00.000+01:00,22:15:00.000+01:00,,5.665401935577393,,,,,51.04956817626953,3.7328286170959473,51.04956817626953,3.7328286170959473,,,,19,,,,
22:15:00.000+01:00,22:30:00.000+01:00,,4.261122226715088,,,,,51.04954528808594,3.732745409011841,51.04954528808594,3.732745409011841,,,,,,,,
22:30:00.000+01:00,22:45:00.000+01:00,,18.14192008972168,,,,,51.049495697021484,3.7327377796173096,51.04958724975586,3.732741594314575,,,,30,,,,
22:45:00.000+01:00,23:00:00.000+01:00,,21.524566650390625,,,,,51.0495491027832,3.732766628265381,51.04957962036133,3.7328994274139404,,,,,,,,
23:00:00.000+01:00,23:15:00.000+01:00,,13.510736465454102,,,,,51.04957962036133,3.7327160835266113,51.04959487915039,3.732844591140747,,,,,,,,
23:15:00.000+01:00,23:30:00.000+01:00,,97.79959869384766,,,,,51.0495491027832,3.7327752113342285,51.0495491027832,3.7327752113342285,,,,65,,,,
23:30:00.000+01:00,23:45:00.000+01:00,,158.05606079101562,,,,,51.048583984375,3.7320947647094727,51.04953384399414,3.7328453063964844,8.0,8.0,8.0,,,,,
23:45:00.000+01:00,00:00:00.000+01:00,,43.01626968383789,,,,,51.04946517944336,3.732649087905884,51.049522399902344,3.7330429553985596,1.0,1.0,1.0,,,,,
