Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Height (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms)
00:00:00.000+02:00,00:15:00.000+02:00,,,,,,,51.049442291259766,3.7327330112457275,51.049564361572266,3.7329819202423096,,,,39,,,,,900000,
00:15:00.000+02:00,00:30:00.000+02:00,,,,,,,51.049476623535156,3.732736587524414,51.049625396728516,3.7329559326171875,1.0,1.0,1.0,,,,,,900000,
00:30:00.000+02:00,00:45:00.000+02:00,,,,,,,51.04948043823242,3.7327497005462646,51.049537658691406,3.7328226566314697,,,,,,,,,900000,
00:45:00.000+02:00,01:00:00.000+02:00,,,,,,,51.04948806762695,3.7328033447265625,51.049583435058594,3.732930898666382,,,,1,,,,,900000,
01:00:00.000+02:00,01:15:00.000+02:00,,,,,,,51.04907989501953,3.7328028678894043,51.04954147338867,3.7329070568084717,,,,36,,,,,566765,
01:15:00.000+02:00,01:30:00.000+02:00,,,,,,,,,,,,,,,,,,,,
01:30:00.000+02:00,01:45:00.000+02:00,,,,,,,,,,,,,,,,,,,,
01:45:00.000+02:00,02:00:00.000+02:00,,,,,,,,,,,,,,,,,,,,
02:00:00.000+02:00,02:15:00.000+02:00,,,,,,,,,,,,,,,,,,,,
02:15:00.000+02:00,02:30:00.000+02:00,,,,,,,,,,,,,,,,,,,,
02:30:00.000+02:00,02:45:00.000+02:00,,,,,,,,,,,,,,,,,,,,
02:45:00.000+02:00,03:00:00.000+02:00,,,,,,,,,,,,,,,,,,,,
03:00:00.000+02:00,03:15:00.000+02:00,,,,,,,,,,,,,,,,,,,,
03:15:00.000+02:00,03:30:00.000+02:00,,,,,,,,,,,,,,,,,,,,
03:30:00.000+02:00,03:45:00.000+02:00,,,,,,,,,,,,,,,,,,,,
03:45:00.000+02:00,04:00:00.000+02:00,,,,,,,,,,,,,,,,,,,,
04:00:00.000+02:00,04:15:00.000+02:00,,,,,,,,,,,,,,,,,,,,
04:15:00.000+02:00,04:30:00.000+02:00,,,,,,,,,,,,,,,,,,,,
04:30:00.000+02:00,04:45:00.000+02:00,,,,,,,,,,,,,,,,,,,,
04:45:00.000+02:00,05:00:00.000+02:00,,,,,,,,,,,,,,,,,,,,
05:00:00.000+02:00,05:15:00.000+02:00,,,,,,,,,,,,,,,,,,,,
05:15:00.000+02:00,05:30:00.000+02:00,,,,,,,,,,,,,,,,,,,,
05:30:00.000+02:00,05:45:00.000+02:00,,,,,,,,,,,,,,,,,,,,
05:45:00.000+02:00,06:00:00.000+02:00,,,,,,,,,,,,,,,,,,,,
06:00:00.000+02:00,06:15:00.000+02:00,,,,,,,,,,,,,,,,,,,,
06:15:00.000+02:00,06:30:00.000+02:00,,,,,,,,,,,,,,,,,,,,
06:30:00.000+02:00,06:45:00.000+02:00,,,,,,,,,,,,,,,,,,,,
06:45:00.000+02:00,07:00:00.000+02:00,,,,,,,,,,,,,,,,,,,,
07:00:00.000+02:00,07:15:00.000+02:00,,,,,,,,,,,,,,,,,,,,
07:15:00.000+02:00,07:30:00.000+02:00,,,,,,,,,,,,,,,,,,,,
07:30:00.000+02:00,07:45:00.000+02:00,,,,,,,,,,,,,,,,,,,,
07:45:00.000+02:00,08:00:00.000+02:00,,,,,,,,,,,,,,,,,,,,
08:00:00.000+02:00,08:15:00.000+02:00,,,,,,,,,,,,,,,,,,,,
08:15:00.000+02:00,08:30:00.000+02:00,,,,,,,,,,,,,,,,,,,,
08:30:00.000+02:00,08:45:00.000+02:00,,,,,,,,,,,,,,,,,,,,
08:45:00.000+02:00,09:00:00.000+02:00,,,,,,,,,,,,,,,,,,,,
09:00:00.000+02:00,09:15:00.000+02:00,,,,,,,,,,,,,,,,,,,,
09:15:00.000+02:00,09:30:00.000+02:00,,,,,,,,,,,,,,,,,,,,
09:30:00.000+02:00,09:45:00.000+02:00,,,,,,,51.040382385253906,3.7436437606811523,51.040382385253906,3.7436437606811523,,,,11,,,,,220434,
09:45:00.000+02:00,10:00:00.000+02:00,,,,,,,51.04029846191406,3.7436680793762207,51.04038619995117,3.743720054626465,,,,97,,,,,754603,22850
10:00:00.000+02:00,10:15:00.000+02:00,,,,,,,51.04019546508789,3.7436892986297607,51.04032516479492,3.7437593936920166,,,,83,,,,,848318,51682
10:15:00.000+02:00,10:30:00.000+02:00,,,,,,,51.04024124145508,3.743710994720459,51.04024124145508,3.743710994720459,,,,12,,,,,900000,
10:30:00.000+02:00,10:45:00.000+02:00,,1157.908935546875,,,,,51.03386306762695,3.736971378326416,51.04042053222656,3.744755744934082,,,,172,,,,307214,211207,
10:45:00.000+02:00,11:00:00.000+02:00,,2385.322998046875,,,,,51.02021408081055,3.726132869720459,51.03194046020508,3.7367467880249023,,,,,,,,900000,,
11:00:00.000+02:00,11:15:00.000+02:00,,299.70916748046875,,,,,51.02375411987305,3.7404651641845703,51.023895263671875,3.7407188415527344,,,,171,,,,92234,456403,169442
11:15:00.000+02:00,11:30:00.000+02:00,,,,,,,51.02373123168945,3.7404837608337402,51.02384567260742,3.7407400608062744,,,,5,,,,,900000,
11:30:00.000+02:00,11:45:00.000+02:00,,,,,,,51.02369689941406,3.740511178970337,51.02383041381836,3.7406837940216064,,,,,,,,,900000,
11:45:00.000+02:00,12:00:00.000+02:00,,,,,,,51.023780822753906,3.7405476570129395,51.02386474609375,3.7406349182128906,,,,,,,,,900000,
12:00:00.000+02:00,12:15:00.000+02:00,,,,,,,51.02366256713867,3.7406551837921143,51.02388000488281,3.7407381534576416,,,,,,,,,900000,
12:15:00.000+02:00,12:30:00.000+02:00,,,,,,,51.02367401123047,3.7404134273529053,51.0238151550293,3.740752935409546,,,,,,,,,900000,
12:30:00.000+02:00,12:45:00.000+02:00,,,,,,,51.02378463745117,3.740575075149536,51.02385711669922,3.740737199783325,,,,,,,,,900000,
12:45:00.000+02:00,13:00:00.000+02:00,,,,,,,51.02378463745117,3.7405261993408203,51.02389907836914,3.7406890392303467,,,,,,,,,900000,
13:00:00.000+02:00,13:15:00.000+02:00,,,,,,,51.02375411987305,3.740424156188965,51.02388000488281,3.7406787872314453,,,,7,,,,,900000,
13:15:00.000+02:00,13:30:00.000+02:00,,,,,,,51.02363204956055,3.7403688430786133,51.023841857910156,3.740753412246704,,,,,,,,,900000,
13:30:00.000+02:00,13:45:00.000+02:00,,,,,,,51.02373504638672,3.7406601905822754,51.0239143371582,3.740722417831421,,,,,,,,,900000,
13:45:00.000+02:00,14:00:00.000+02:00,,,,,,,51.02373504638672,3.74049973487854,51.023887634277344,3.7407162189483643,,,,,,,,,900000,
14:00:00.000+02:00,14:15:00.000+02:00,,,,,,,51.0236701965332,3.7405922412872314,51.02392578125,3.740760326385498,,,,,,,,,900000,
14:15:00.000+02:00,14:30:00.000+02:00,,,,,,,51.02372741699219,3.7405447959899902,51.02383804321289,3.740689516067505,,,,,,,,,900000,
