Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms)
00:00:00.000Z,00:15:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
00:15:00.000Z,00:30:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
00:30:00.000Z,00:45:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
00:45:00.000Z,01:00:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
01:00:00.000Z,01:15:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
01:15:00.000Z,01:30:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
01:30:00.000Z,01:45:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
01:45:00.000Z,02:00:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
02:00:00.000Z,02:15:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
02:15:00.000Z,02:30:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
02:30:00.000Z,02:45:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
02:45:00.000Z,03:00:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
03:00:00.000Z,03:15:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
03:15:00.000Z,03:30:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
03:30:00.000Z,03:45:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
03:45:00.000Z,04:00:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
04:00:00.000Z,04:15:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
04:15:00.000Z,04:30:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
04:30:00.000Z,04:45:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
04:45:00.000Z,05:00:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
05:00:00.000Z,05:15:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
05:15:00.000Z,05:30:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
05:30:00.000Z,05:45:00.000Z,,2.438628911972046,,,,,,,,,,,1,,,,900000
05:45:00.000Z,06:00:00.000Z,,2.438628911972046,,,,,,,,,,,,,,,900000
06:00:00.000Z,06:15:00.000Z,,2.698864698410034,,,,51.04949188232422,3.732851982116699,51.04949188232422,3.732851982116699,,,,66,,,,900000
06:15:00.000Z,06:30:00.000Z,,2.9539365768432617,,,,,,,,,,,21,,,,900000
06:30:00.000Z,06:45:00.000Z,,2.9539365768432617,,,,,,,,,,,6,,,,900000
06:45:00.000Z,07:00:00.000Z,,24.300262451171875,,,,51.04950714111328,3.7327754497528076,51.049583435058594,3.7328875064849854,,,,,,,,900000
07:00:00.000Z,07:15:00.000Z,,20.171527862548828,,,,51.0495491027832,3.7327792644500732,51.04961013793945,3.732853889465332,,,,,,,,900000
07:15:00.000Z,07:30:00.000Z,,15.988853454589844,,,,51.04955291748047,3.732773542404175,51.0495719909668,3.732943296432495,,,,81,,,,567619
07:30:00.000Z,07:45:00.000Z,,4.335402488708496,,,,,,,,,,,82,,,,761243
07:45:00.000Z,08:00:00.000Z,,20.95378303527832,,,,51.04951095581055,3.7328336238861084,51.04956817626953,3.732933759689331,,,,331,,,,
08:00:00.000Z,08:15:00.000Z,,9.593353271484375,,,,51.04954528808594,3.732936143875122,51.04954528808594,3.732936143875122,,,,72,,,,711416
08:15:00.000Z,08:30:00.000Z,,2.0460100173950195,,,,51.049537658691406,3.7328624725341797,51.049537658691406,3.7328624725341797,,,,1,,,,900000
08:30:00.000Z,08:45:00.000Z,,2.023860454559326,,,,,,,,,,,,,,,900000
08:45:00.000Z,09:00:00.000Z,,2.023860454559326,,,,,,,,,,,10,,,,900000
09:00:00.000Z,09:15:00.000Z,,7.758236408233643,,,,51.0495491027832,3.7328450679779053,51.04959487915039,3.732882499694824,,,,11,,,,900000
09:15:00.000Z,09:30:00.000Z,,2.852599620819092,,,,,,,,,,,2,,,,900000
09:30:00.000Z,09:45:00.000Z,,14.188773155212402,,,,51.049537658691406,3.7328810691833496,51.049591064453125,3.7329092025756836,,,,209,,,,303326
09:45:00.000Z,10:00:00.000Z,,22.728668212890625,,,,51.04954528808594,3.732762336730957,51.049560546875,3.7328670024871826,,,,10,,,,900000
10:00:00.000Z,10:15:00.000Z,,22.879117965698242,,,,51.04950714111328,3.7327473163604736,51.0495719909668,3.732849597930908,,,,9,,,,900000
10:15:00.000Z,10:30:00.000Z,,12.611701011657715,,,,51.0495491027832,3.7327706813812256,51.049560546875,3.7328813076019287,,,,10,,,,900000
10:30:00.000Z,10:45:00.000Z,,6.932200908660889,,,,,,,,,,,6,,,,900000
10:45:00.000Z,11:00:00.000Z,,31.167160034179688,,,,51.049537658691406,3.7328031063079834,51.049617767333984,3.732898473739624,,,,,,,,900000
11:00:00.000Z,11:15:00.000Z,,18.405405044555664,,,,51.04954528808594,3.732804298400879,51.049598693847656,3.732887029647827,,,,51,,,,748171
11:15:00.000Z,11:30:00.000Z,,5.429912567138672,,,,51.049556732177734,3.73284912109375,51.049556732177734,3.73284912109375,,,,1,,,,900000
11:30:00.000Z,11:45:00.000Z,,3.496040105819702,,,,,,,,,,,1,,,,900000
11:45:00.000Z,12:00:00.000Z,,6.915770530700684,,,,51.04951858520508,3.7327442169189453,51.04951858520508,3.7327442169189453,,,,1,,,,900000
12:00:00.000Z,12:15:00.000Z,,14.627948760986328,,,,51.04951095581055,3.732933759689331,51.04951095581055,3.732933759689331,,,,,,,,900000
12:15:00.000Z,12:30:00.000Z,,11.311920166015625,,,,51.04954528808594,3.7327425479888916,51.04955291748047,3.732815980911255,,,,,,,,900000
12:30:00.000Z,12:45:00.000Z,,5.427951335906982,,,,51.04952621459961,3.732801914215088,51.04952621459961,3.732801914215088,,,,,,,,900000
12:45:00.000Z,13:00:00.000Z,,4.666881561279297,,,,51.049564361572266,3.732842206954956,51.049564361572266,3.732842206954956,,,,79,,,,900000
13:00:00.000Z,13:15:00.000Z,,5.0284247398376465,,,,,,,,,,,130,,,,900000
13:15:00.000Z,13:30:00.000Z,,16.028770446777344,,,,51.049522399902344,3.7328832149505615,51.0495719909668,3.7329444885253906,,,,,,,,900000
13:30:00.000Z,13:45:00.000Z,,2.8340842723846436,,,,51.04951858520508,3.732804775238037,51.04951858520508,3.732804775238037,,,,,,,,900000
13:45:00.000Z,14:00:00.000Z,,2.095010757446289,,,,,,,,,,,,,,,900000
14:00:00.000Z,14:15:00.000Z,,2.095010757446289,,,,,,,,,,,,,,,900000
14:15:00.000Z,14:30:00.000Z,,5.688417911529541,,,,51.049537658691406,3.732896327972412,51.049537658691406,3.732896327972412,,,,,,,,900000
14:30:00.000Z,14:45:00.000Z,,2.6493539810180664,,,,51.04951095581055,3.732823371887207,51.04951095581055,3.732823371887207,,,,,,,,900000
14:45:00.000Z,15:00:00.000Z,,1.8120371103286743,,,,,,,,,,,,,,,900000
15:00:00.000Z,15:15:00.000Z,,1.8120371103286743,,,,,,,,,,,,,,,900000
15:15:00.000Z,15:30:00.000Z,,1.6968681812286377,,,,51.04956817626953,3.732844352722168,51.04956817626953,3.732844352722168,,,,108,,,,900000
15:30:00.000Z,15:45:00.000Z,,0.7825062274932861,,,,,,,,,,,,,,,900000
15:45:00.000Z,16:00:00.000Z,,0.7825062274932861,,,,,,,,,,,17,,,,900000
16:00:00.000Z,16:15:00.000Z,,0.7825062274932861,,,,,,,,,,,,,,,900000
16:15:00.000Z,16:30:00.000Z,,0.7825062274932861,,,,,,,,,,,,,,,900000
16:30:00.000Z,16:45:00.000Z,,0.7825062274932861,,,,,,,,,,,,,,,900000
16:45:00.000Z,17:00:00.000Z,,0.7825062274932861,,,,,,,,,,,23,,,,900000
17:00:00.000Z,17:15:00.000Z,,4.524626731872559,,,,51.04954147338867,3.7327864170074463,51.04954147338867,3.7327864170074463,,,,,,,,900000
17:15:00.000Z,17:30:00.000Z,,7.592870712280273,,,,51.049537658691406,3.7327768802642822,51.049556732177734,3.7328596115112305,,,,1,,,,900000
17:30:00.000Z,17:45:00.000Z,,2.737320899963379,,,,,,,,,,,,,,,900000
17:45:00.000Z,18:00:00.000Z,,2.5486769676208496,,,,51.049560546875,3.7328388690948486,51.049560546875,3.7328388690948486,,,,2,,,,900000
18:00:00.000Z,18:15:00.000Z,,1.7024016380310059,,,,,,,,,,,2,,,,900000
18:15:00.000Z,18:30:00.000Z,,1.7024016380310059,,,,,,,,,,,19,,,,900000
18:30:00.000Z,18:45:00.000Z,,2.364659070968628,,,,51.04956817626953,3.7327682971954346,51.04956817626953,3.7327682971954346,,,,18,,,,900000
18:45:00.000Z,19:00:00.000Z,,4.533166885375977,,,,,,,,,,,,,,,900000
19:00:00.000Z,19:15:00.000Z,,9.245987892150879,,,,51.04955291748047,3.732762098312378,51.04957962036133,3.732848882675171,,,,,,,,900000
19:15:00.000Z,19:30:00.000Z,,9.349432945251465,,,,51.04953384399414,3.7328386306762695,51.04957962036133,3.7328453063964844,,,,,,,,900000
19:30:00.000Z,19:45:00.000Z,,10.832301139831543,,,,51.0495491027832,3.732827663421631,51.04957580566406,3.732893943786621,,,,,,,,900000
19:45:00.000Z,20:00:00.000Z,,0.7093518972396851,,,,,,,,,,,,,,,900000
20:00:00.000Z,20:15:00.000Z,,0.7093518972396851,,,,,,,,,,,,,,,900000
20:15:00.000Z,20:30:00.000Z,,0.7093518972396851,,,,,,,,,,,,,,,900000
20:30:00.000Z,20:45:00.000Z,,0.7093518972396851,,,,,,,,,,,,,,,900000
20:45:00.000Z,21:00:00.000Z,,0.7093518972396851,,,,,,,,,,,,,,,900000
21:00:00.000Z,21:15:00.000Z,,0.7093518972396851,,,,,,,,,,,3,,,,900000
21:15:00.000Z,21:30:00.000Z,,0.7093518972396851,,,,,,,,,,,,,,,900000
21:30:00.000Z,21:45:00.000Z,,9.627168655395508,,,,51.04953384399414,3.7328736782073975,51.049583435058594,3.7328763008117676,,,,72,,,,611572
